event_id,event_time,machine_id,event_type,is_failure,downtime_hours,cost_yuan,technician,status,note
MNT-006635,2024-02-01 14:00:00,M17,电气故障,True,22.25,5052.35,维修工D,已修复,
MNT-006636,2026-01-27 23:00:00,M05,密封件更换,True,8.4,4178.27,维修工C,已修复,
MNT-006637,2025-12-20 12:00:00,M05,密封件更换,True,0.92,6005.7,维修工C,已修复,建议大修
MNT-006638,2025-04-12 00:00:00,M07,故障维修,True,8.77,4321.1,外部供应商,已修复,建议大修
MNT-006639,2024-01-21 17:00:00,M26,滤芯更换,True,3.87,4517.98,维修工D,已修复,建议大修
MNT-006640,2024-12-20 09:00:00,M16,电气故障,True,9.8,7398.49,维修工A,已修复,
MNT-006641,2025-07-24 11:00:00,M14,预防性保养,False,3.35,1296.04,维修工C,已修复,需要厂家支持
MNT-006642,2024-05-01 04:00:00,M01,加热故障,True,15.98,6715.71,维修工A,已修复,
MNT-006643,2024-11-01 22:00:00,M18,加热故障,True,2.82,6473.49,维修工B,已修复,更换备件
MNT-006644,2025-02-21 09:00:00,M10,注射故障,True,10.62,6714.87,维修工C,已修复,更换备件
MNT-006645,2026-02-24 13:00:00,M13,液压故障,True,18.19,5270.11,维修工A,已修复,更换备件
MNT-006646,2024-12-13 20:00:00,M08,电气故障,True,6.79,6380.05,外部供应商,已修复,需要厂家支持
MNT-006647,2026-01-01 14:00:00,M03,预防性保养,False,3.6,1279.88,维修工D,已修复,
MNT-006648,2026-02-26 13:00:00,M02,密封件更换,True,22.41,2356.22,维修工D,已修复,
MNT-006649,2026-04-18 23:00:00,M26,滤芯更换,True,4.02,2142.64,维修工B,已修复,
MNT-006650,2024-01-30 00:00:00,M10,加热故障,True,1.44,2012.26,维修工C,已修复,更换备件
MNT-006651,2024-04-04 17:00:00,M05,加热故障,True,4.85,7188.63,维修工A,已修复,
MNT-006652,2024-06-19 14:00:00,M04,密封件更换,True,0.99,3900.26,维修工D,已修复,更换备件
MNT-006653,2026-01-27 20:00:00,M23,锁模故障,True,17.95,7094.23,维修工D,已修复,需要厂家支持
MNT-006654,2025-05-08 05:00:00,M25,换油,True,18.41,4680.93,维修工D,已修复,需要厂家支持
MNT-006655,2026-02-19 07:00:00,M27,预防性保养,False,0.86,1359.5,维修工C,已修复,更换备件
MNT-006656,2025-07-27 22:00:00,M17,预防性保养,False,1.95,391.44,维修工B,已修复,
MNT-006657,2026-03-30 23:00:00,M24,滤芯更换,True,16.39,4553.72,维修工C,已修复,
MNT-006658,2025-07-09 14:00:00,M25,预防性保养,False,1.74,1369.08,外部供应商,已修复,
MNT-006659,2024-07-24 04:00:00,M08,液压故障,True,13.12,7062.53,维修工B,已修复,需要厂家支持
MNT-006660,2025-01-02 18:00:00,M08,电气故障,True,9.26,1385.93,维修工D,已修复,更换备件
MNT-006661,2026-01-14 23:00:00,M25,预防性保养,False,1.01,466.43,维修工D,已修复,
MNT-006662,2024-09-21 12:00:00,M06,加热故障,True,16.12,5572.08,维修工D,已修复,
MNT-006663,2024-01-11 04:00:00,M19,密封件更换,True,14.55,4565.75,维修工B,已修复,
MNT-006664,2024-07-24 00:00:00,M24,换油,True,11.53,3484.39,维修工B,已修复,
MNT-006665,2024-05-16 20:00:00,M17,注射故障,True,0.52,7799.93,维修工A,已修复,
MNT-006666,2024-04-07 14:00:00,M20,注射故障,True,4.0,3737.51,维修工C,已修复,需要厂家支持
MNT-006667,2025-09-19 08:00:00,M18,液压故障,True,23.54,4381.6,维修工A,已修复,更换备件
MNT-006668,2025-03-22 14:00:00,M23,加热故障,True,6.6,5417.42,维修工D,已修复,建议大修
MNT-006669,2024-08-10 12:00:00,M23,加热故障,True,17.2,450.58,维修工B,已修复,
MNT-006670,2025-12-26 22:00:00,M04,加热故障,True,7.9,3647.03,维修工A,已修复,更换备件
MNT-006671,2024-04-10 16:00:00,M16,故障维修,True,12.56,295.32,维修工D,已修复,
MNT-006672,2024-04-09 18:00:00,M15,加热故障,True,16.25,2028.16,维修工C,已修复,
MNT-006673,2025-06-25 15:00:00,M20,故障维修,True,4.63,3931.98,维修工D,已修复,
MNT-006674,2024-05-04 15:00:00,M09,故障维修,True,12.01,5427.36,外部供应商,已修复,
MNT-006675,2024-11-26 01:00:00,M06,密封件更换,True,13.35,3739.58,维修工D,已修复,
MNT-006676,2026-01-04 22:00:00,M29,电气故障,True,19.45,6990.53,维修工D,已修复,
MNT-006677,2024-06-15 22:00:00,M28,注射故障,True,11.26,1864.72,维修工C,已修复,需要厂家支持
MNT-006678,2025-01-04 18:00:00,M08,液压故障,True,1.3,7707.29,维修工C,已修复,更换备件
MNT-006679,2025-01-09 21:00:00,M25,故障维修,True,15.69,4574.77,外部供应商,已修复,需要厂家支持
MNT-006680,2026-03-09 21:00:00,M14,换油,True,6.25,5896.55,维修工B,已修复,
MNT-006681,2025-08-13 10:00:00,M18,密封件更换,True,3.47,2852.4,维修工D,已修复,需要厂家支持
MNT-006682,2025-09-12 04:00:00,M08,换油,True,6.9,4551.14,外部供应商,已修复,建议大修
MNT-006683,2024-09-03 09:00:00,M01,注射故障,True,16.65,2632.3,外部供应商,已修复,需要厂家支持
MNT-006684,2024-11-22 10:00:00,M04,液压故障,True,9.96,1923.62,外部供应商,已修复,建议大修
MNT-006685,2024-06-11 13:00:00,M10,锁模故障,True,5.0,5486.77,外部供应商,已修复,建议大修
MNT-006686,2024-01-21 07:00:00,M13,故障维修,True,5.94,4510.05,维修工D,已修复,
MNT-006687,2025-11-16 14:00:00,M06,电气故障,True,10.06,218.14,维修工D,已修复,
MNT-006688,2024-10-11 21:00:00,M26,滤芯更换,True,19.0,7490.38,外部供应商,已修复,
MNT-006689,2024-02-26 23:00:00,M02,加热故障,True,8.85,4784.02,外部供应商,已修复,建议大修
MNT-006690,2024-09-14 06:00:00,M11,液压故障,True,4.51,4085.47,维修工C,已修复,更换备件
MNT-006691,2024-10-28 22:00:00,M24,电气故障,True,11.12,4307.89,维修工A,已修复,需要厂家支持
MNT-006692,2025-07-30 11:00:00,M09,电气故障,True,4.14,6435.74,外部供应商,已修复,
MNT-006693,2025-05-13 22:00:00,M25,电气故障,True,14.8,5861.47,维修工B,已修复,
MNT-006694,2025-04-27 14:00:00,M28,电气故障,True,5.05,5622.59,维修工B,已修复,
MNT-006695,2025-09-01 08:00:00,M13,密封件更换,True,15.41,5749.84,外部供应商,已修复,
MNT-006696,2026-03-30 03:00:00,M24,注射故障,True,17.52,7130.25,外部供应商,已修复,更换备件
MNT-006697,2025-05-09 08:00:00,M19,故障维修,True,23.24,6944.98,维修工C,已修复,
MNT-006698,2026-01-29 09:00:00,M24,加热故障,True,19.15,7425.16,维修工D,已修复,更换备件
MNT-006699,2024-08-27 12:00:00,M28,加热故障,True,12.31,5522.57,外部供应商,已修复,需要厂家支持
MNT-006700,2024-07-04 23:00:00,M21,密封件更换,True,9.13,7603.93,维修工D,已修复,建议大修
MNT-006701,2025-04-14 04:00:00,M29,换油,True,21.15,1599.0,维修工C,已修复,
MNT-006702,2024-04-10 02:00:00,M09,换油,True,3.41,2444.98,维修工C,已修复,更换备件
MNT-006703,2025-04-16 08:00:00,M06,注射故障,True,20.46,4033.17,维修工C,已修复,更换备件
MNT-006704,2025-08-28 07:00:00,M05,锁模故障,True,12.05,4881.22,维修工D,已修复,
MNT-006705,2024-08-30 16:00:00,M27,电气故障,True,19.82,718.37,维修工D,已修复,
MNT-006706,2024-10-19 05:00:00,M28,液压故障,True,21.22,1233.29,外部供应商,已修复,建议大修
MNT-006707,2025-01-05 22:00:00,M29,故障维修,True,9.32,1848.67,维修工A,已修复,需要厂家支持
MNT-006708,2025-02-02 11:00:00,M16,锁模故障,True,8.83,6244.26,维修工A,已修复,更换备件
MNT-006709,2024-05-09 06:00:00,M10,液压故障,True,11.71,1655.11,外部供应商,已修复,
MNT-006710,2024-02-21 18:00:00,M29,故障维修,True,17.2,7693.16,维修工A,已修复,
MNT-006711,2026-02-10 04:00:00,M24,加热故障,True,6.52,5364.77,维修工D,已修复,建议大修
MNT-006712,2025-11-25 01:00:00,M14,电气故障,True,14.73,2256.86,维修工D,已修复,更换备件
MNT-006713,2024-05-20 22:00:00,M14,注射故障,True,14.2,7146.51,维修工C,已修复,
MNT-006714,2024-04-07 11:00:00,M15,电气故障,True,1.66,5077.37,维修工B,已修复,
MNT-006715,2025-02-28 12:00:00,M16,密封件更换,True,3.43,6788.4,维修工B,已修复,
MNT-006716,2025-03-13 21:00:00,M25,换油,True,3.32,3676.2,维修工D,已修复,建议大修
MNT-006717,2024-11-09 22:00:00,M27,换油,True,8.26,4370.97,维修工A,已修复,建议大修
MNT-006718,2025-08-11 15:00:00,M28,密封件更换,True,4.68,3197.54,外部供应商,已修复,
MNT-006719,2024-09-09 15:00:00,M21,液压故障,True,3.12,1025.71,维修工C,已修复,
MNT-006720,2025-12-17 15:00:00,M07,密封件更换,True,8.83,1712.01,外部供应商,已修复,
MNT-006721,2024-10-30 07:00:00,M16,滤芯更换,True,4.98,5996.91,维修工B,已修复,建议大修
MNT-006722,2025-10-25 04:00:00,M18,液压故障,True,22.66,1784.27,维修工C,已修复,建议大修
MNT-006723,2025-08-15 08:00:00,M27,注射故障,True,9.98,1634.16,维修工A,已修复,
MNT-006724,2026-01-01 02:00:00,M13,注射故障,True,1.6,7384.67,维修工B,已修复,建议大修
MNT-006725,2025-03-23 00:00:00,M12,滤芯更换,True,16.18,1057.4,维修工A,已修复,
MNT-006726,2024-01-23 05:00:00,M05,预防性保养,False,3.35,1199.96,维修工C,已修复,建议大修
MNT-006727,2024-09-13 09:00:00,M05,电气故障,True,23.66,3598.67,维修工C,已修复,更换备件
MNT-006728,2025-07-10 10:00:00,M17,锁模故障,True,11.14,6688.98,外部供应商,已修复,
MNT-006729,2025-10-06 09:00:00,M07,预防性保养,False,2.63,1367.35,维修工B,已修复,
MNT-006730,2026-04-28 21:00:00,M23,换油,True,15.39,3198.88,维修工D,已修复,建议大修
MNT-006731,2025-03-24 08:00:00,M17,滤芯更换,True,2.15,2457.57,外部供应商,已修复,
MNT-006732,2025-06-10 12:00:00,M11,液压故障,True,19.46,7840.47,维修工D,已修复,更换备件
MNT-006733,2024-11-15 21:00:00,M04,换油,True,23.46,570.86,维修工D,已修复,
MNT-006734,2024-02-08 11:00:00,M16,液压故障,True,3.07,7595.38,维修工D,已修复,更换备件
MNT-006735,2024-03-16 09:00:00,M08,预防性保养,False,1.65,1221.18,维修工D,已修复,需要厂家支持
MNT-006736,2024-01-03 19:00:00,M25,注射故障,True,12.15,6093.71,维修工C,已修复,建议大修
MNT-006737,2024-08-08 19:00:00,M18,换油,True,18.11,7458.0,维修工D,已修复,
MNT-006738,2025-02-24 13:00:00,M07,液压故障,True,2.69,5304.67,外部供应商,已修复,
MNT-006739,2025-03-14 16:00:00,M27,电气故障,True,9.95,5125.33,维修工D,已修复,
MNT-006740,2026-04-18 01:00:00,M08,液压故障,True,19.12,7952.41,维修工D,已修复,更换备件
MNT-006741,2024-10-06 11:00:00,M19,密封件更换,True,15.75,1691.27,外部供应商,已修复,
MNT-006742,2024-04-16 07:00:00,M14,换油,True,5.15,7059.53,外部供应商,已修复,更换备件
MNT-006743,2025-09-29 21:00:00,M24,电气故障,True,4.85,7891.27,维修工D,已修复,
MNT-006744,2025-04-16 06:00:00,M19,密封件更换,True,18.3,820.34,外部供应商,已修复,建议大修
MNT-006745,2025-09-24 03:00:00,M07,电气故障,True,1.98,2048.74,维修工D,已修复,需要厂家支持
MNT-006746,2025-06-06 20:00:00,M12,注射故障,True,14.56,261.69,维修工D,已修复,
MNT-006747,2024-09-02 11:00:00,M03,加热故障,True,2.67,5052.81,维修工A,已修复,需要厂家支持
MNT-006748,2024-09-30 00:00:00,M12,换油,True,11.46,5207.7,维修工B,已修复,需要厂家支持
MNT-006749,2024-06-11 18:00:00,M03,加热故障,True,11.37,5851.98,维修工D,已修复,
MNT-006750,2024-01-11 13:00:00,M25,密封件更换,True,8.64,5174.7,维修工A,已修复,更换备件
MNT-006751,2024-07-30 20:00:00,M12,密封件更换,True,20.69,7222.11,维修工C,已修复,
MNT-006752,2024-01-26 19:00:00,M29,换油,True,19.18,5192.32,维修工C,已修复,更换备件
MNT-006753,2026-03-24 05:00:00,M09,密封件更换,True,3.89,4973.59,外部供应商,已修复,更换备件
MNT-006754,2024-10-02 13:00:00,M26,液压故障,True,21.41,3300.81,维修工D,已修复,
MNT-006755,2024-01-28 01:00:00,M23,液压故障,True,23.38,7777.2,维修工B,已修复,
MNT-006756,2026-02-14 16:00:00,M09,锁模故障,True,23.49,6604.09,外部供应商,已修复,
MNT-006757,2024-04-15 14:00:00,M14,注射故障,True,23.87,5363.01,维修工B,已修复,需要厂家支持
MNT-006758,2025-06-17 05:00:00,M18,故障维修,True,13.69,6578.07,维修工B,已修复,建议大修
MNT-006759,2025-05-28 00:00:00,M25,密封件更换,True,2.25,4961.66,维修工C,已修复,更换备件
MNT-006760,2025-11-12 19:00:00,M08,密封件更换,True,10.89,235.5,维修工B,已修复,需要厂家支持
MNT-006761,2024-02-27 18:00:00,M04,故障维修,True,7.16,5595.02,外部供应商,已修复,
MNT-006762,2025-11-22 00:00:00,M04,故障维修,True,8.28,1555.56,外部供应商,已修复,建议大修
MNT-006763,2024-01-06 04:00:00,M15,密封件更换,True,8.92,5725.3,维修工A,已修复,更换备件
MNT-006764,2024-04-07 22:00:00,M17,液压故障,True,5.56,681.01,维修工A,已修复,需要厂家支持
MNT-006765,2025-12-18 02:00:00,M28,锁模故障,True,16.74,2640.56,外部供应商,已修复,建议大修
MNT-006766,2025-07-12 15:00:00,M27,换油,True,3.43,6035.5,维修工C,已修复,
MNT-006767,2024-09-30 20:00:00,M27,液压故障,True,16.14,688.07,维修工A,已修复,建议大修
MNT-006768,2024-01-17 06:00:00,M06,故障维修,True,17.19,3961.05,外部供应商,已修复,
MNT-006769,2026-03-13 03:00:00,M09,注射故障,True,7.65,4779.32,维修工D,已修复,建议大修
MNT-006770,2026-04-09 04:00:00,M23,电气故障,True,22.94,7920.6,外部供应商,已修复,
MNT-006771,2025-12-18 17:00:00,M20,滤芯更换,True,1.66,2557.32,维修工B,已修复,需要厂家支持
MNT-006772,2025-03-25 14:00:00,M16,换油,True,2.33,1163.26,维修工A,已修复,需要厂家支持
MNT-006773,2025-06-21 14:00:00,M23,加热故障,True,19.85,6043.41,维修工D,已修复,
MNT-006774,2025-02-25 13:00:00,M26,加热故障,True,20.65,3946.02,外部供应商,已修复,
MNT-006775,2026-04-29 22:00:00,M21,锁模故障,True,2.44,5665.41,维修工A,已修复,需要厂家支持
MNT-006776,2024-06-30 20:00:00,M29,注射故障,True,11.89,3522.83,维修工D,已修复,需要厂家支持
MNT-006777,2025-05-17 21:00:00,M15,注射故障,True,9.9,704.0,维修工C,已修复,需要厂家支持
MNT-006778,2025-09-13 19:00:00,M26,预防性保养,False,3.03,520.17,维修工C,已修复,建议大修
MNT-006779,2025-09-05 04:00:00,M28,加热故障,True,14.1,7686.25,维修工A,已修复,
MNT-006780,2024-11-07 21:00:00,M19,滤芯更换,True,5.27,6412.45,维修工B,已修复,更换备件
MNT-006781,2025-01-08 19:00:00,M03,液压故障,True,5.61,2135.95,维修工D,已修复,更换备件
MNT-006782,2025-04-22 16:00:00,M20,密封件更换,True,11.37,624.01,维修工D,待跟进,
MNT-006783,2025-10-15 08:00:00,M21,密封件更换,True,6.6,1735.22,维修工C,已修复,
MNT-006784,2024-02-17 21:00:00,M21,电气故障,True,13.4,507.78,外部供应商,已修复,
MNT-006785,2024-05-31 05:00:00,M29,预防性保养,False,3.15,1371.3,维修工D,已修复,
MNT-006786,2025-02-09 17:00:00,M18,液压故障,True,8.95,6904.86,维修工A,已修复,建议大修
MNT-006787,2026-01-28 16:00:00,M24,滤芯更换,True,7.99,7930.78,维修工A,已修复,更换备件
MNT-006788,2026-04-29 10:00:00,M10,注射故障,True,16.32,7621.62,维修工A,已修复,更换备件
MNT-006789,2024-11-04 20:00:00,M03,锁模故障,True,3.57,2508.72,维修工A,已修复,
MNT-006790,2024-07-11 23:00:00,M24,锁模故障,True,12.43,4643.43,维修工A,已修复,
MNT-006791,2024-02-12 07:00:00,M01,换油,True,15.42,3461.01,维修工C,已修复,更换备件
MNT-006792,2025-07-31 18:00:00,M21,预防性保养,False,1.48,292.74,维修工B,已修复,建议大修
MNT-006793,2024-09-16 10:00:00,M21,液压故障,True,0.93,7562.4,维修工C,已修复,建议大修
MNT-006794,2025-01-29 17:00:00,M25,滤芯更换,True,0.73,6491.81,维修工D,已修复,更换备件
MNT-006795,2025-07-31 17:00:00,M27,密封件更换,True,3.69,2459.51,维修工C,已修复,
MNT-006796,2024-11-24 06:00:00,M16,加热故障,True,9.93,2219.69,维修工C,已修复,
MNT-006797,2026-02-09 23:00:00,M13,注射故障,True,0.93,784.71,维修工B,已修复,更换备件
MNT-006798,2025-04-14 07:00:00,M18,液压故障,True,15.92,4071.13,外部供应商,已修复,
MNT-006799,2026-03-19 12:00:00,M17,电气故障,True,22.48,2986.12,维修工B,已修复,
MNT-006800,2026-01-15 20:00:00,M04,换油,True,22.07,1071.71,维修工D,已修复,更换备件
MNT-006801,2024-08-17 08:00:00,M24,换油,True,22.75,2760.94,维修工D,已修复,建议大修
MNT-006802,2025-04-12 15:00:00,M11,加热故障,True,19.65,1847.72,外部供应商,已修复,建议大修
MNT-006803,2025-05-29 00:00:00,M29,密封件更换,True,19.98,2157.79,维修工D,已修复,
MNT-006804,2024-11-08 22:00:00,M10,密封件更换,True,5.6,4906.54,维修工D,已修复,
MNT-006805,2025-08-29 17:00:00,M26,预防性保养,False,3.07,1463.03,外部供应商,已修复,更换备件
MNT-006806,2024-08-21 02:00:00,M25,故障维修,True,5.8,6444.1,维修工A,已修复,更换备件
MNT-006807,2025-01-29 22:00:00,M26,电气故障,True,4.61,7362.52,维修工C,已修复,
MNT-006808,2025-01-21 13:00:00,M16,锁模故障,True,3.36,2725.88,维修工D,已修复,
MNT-006809,2026-03-30 19:00:00,M10,锁模故障,True,12.2,5705.49,维修工C,已修复,
MNT-006810,2026-04-26 00:00:00,M19,故障维修,True,19.17,4161.2,维修工B,已修复,建议大修
MNT-006811,2025-04-14 18:00:00,M18,电气故障,True,17.66,2682.37,维修工D,已修复,
MNT-006812,2024-06-19 02:00:00,M18,液压故障,True,17.46,1389.7,外部供应商,已修复,
MNT-006813,2025-02-15 19:00:00,M20,故障维修,True,4.0,5529.57,外部供应商,已修复,
MNT-006814,2026-02-01 14:00:00,M05,锁模故障,True,17.96,3457.81,维修工D,已修复,
MNT-006815,2025-07-28 01:00:00,M02,预防性保养,False,2.07,976.27,维修工B,已修复,建议大修
MNT-006816,2024-08-09 20:00:00,M07,故障维修,True,17.25,3488.73,维修工B,已修复,
MNT-006817,2025-11-07 20:00:00,M14,换油,True,10.3,799.02,维修工C,已修复,
MNT-006818,2024-12-15 02:00:00,M08,预防性保养,False,3.32,1499.72,维修工D,已修复,更换备件
MNT-006819,2024-08-04 13:00:00,M15,预防性保养,False,1.95,1292.41,外部供应商,已修复,需要厂家支持
MNT-006820,2024-10-20 21:00:00,M10,锁模故障,True,2.77,5016.39,维修工C,已修复,需要厂家支持
MNT-006821,2025-07-01 09:00:00,M05,预防性保养,False,2.39,892.92,维修工B,已修复,
MNT-006822,2025-03-19 23:00:00,M22,加热故障,True,14.4,2045.61,维修工B,已修复,建议大修
MNT-006823,2024-02-11 12:00:00,M13,液压故障,True,15.03,372.64,维修工C,已修复,建议大修
MNT-006824,2025-03-19 20:00:00,M21,锁模故障,True,18.56,3192.74,外部供应商,已修复,
MNT-006825,2026-02-23 13:00:00,M06,故障维修,True,5.67,2016.0,维修工B,已修复,
MNT-006826,2025-04-02 03:00:00,M11,故障维修,True,11.23,7969.48,维修工A,已修复,更换备件
MNT-006827,2025-01-14 19:00:00,M20,加热故障,True,16.51,5623.47,维修工D,已修复,需要厂家支持
MNT-006828,2024-11-23 15:00:00,M10,滤芯更换,True,20.02,4395.07,维修工C,已修复,建议大修
MNT-006829,2026-03-28 19:00:00,M21,滤芯更换,True,17.03,4548.28,外部供应商,已修复,更换备件
MNT-006830,2025-06-28 18:00:00,M21,滤芯更换,True,21.38,1289.96,维修工C,已修复,建议大修
MNT-006831,2024-07-19 00:00:00,M12,密封件更换,True,21.69,3393.12,维修工D,已修复,
MNT-006832,2024-09-07 02:00:00,M16,密封件更换,True,12.03,724.89,维修工D,已修复,
MNT-006833,2025-03-20 08:00:00,M09,密封件更换,True,8.77,1834.05,维修工D,已修复,
MNT-006834,2024-11-27 01:00:00,M29,故障维修,True,4.73,628.83,外部供应商,已修复,
MNT-006835,2025-11-18 06:00:00,M02,滤芯更换,True,6.49,6672.03,维修工A,已修复,
MNT-006836,2024-04-15 20:00:00,M06,注射故障,True,2.76,2259.18,外部供应商,已修复,
MNT-006837,2025-04-06 01:00:00,M01,加热故障,True,13.24,3236.89,维修工C,已修复,建议大修
MNT-006838,2026-01-05 06:00:00,M22,注射故障,True,23.33,4176.39,维修工A,已修复,建议大修
MNT-006839,2025-03-09 15:00:00,M08,滤芯更换,True,12.73,5698.15,维修工D,待跟进,更换备件
MNT-006840,2024-08-08 07:00:00,M07,电气故障,True,12.71,6743.75,维修工C,已修复,
MNT-006841,2025-03-20 17:00:00,M13,故障维修,True,21.64,996.06,维修工A,已修复,更换备件
MNT-006842,2025-02-14 19:00:00,M23,故障维修,True,1.3,1978.47,维修工D,已修复,更换备件
MNT-006843,2024-02-20 16:00:00,M02,加热故障,True,13.6,5167.15,维修工C,已修复,
MNT-006844,2024-09-27 12:00:00,M07,滤芯更换,True,8.7,5632.67,维修工B,已修复,
MNT-006845,2025-06-19 10:00:00,M04,滤芯更换,True,9.08,710.83,维修工D,已修复,建议大修
MNT-006846,2026-03-25 17:00:00,M15,密封件更换,True,10.43,2551.19,维修工B,已修复,
MNT-006847,2025-09-20 18:00:00,M14,预防性保养,False,3.79,1364.88,外部供应商,已修复,更换备件
MNT-006848,2026-04-28 07:00:00,M14,液压故障,True,1.74,5876.98,维修工C,已修复,
MNT-006849,2026-02-19 13:00:00,M10,密封件更换,True,8.58,347.78,外部供应商,已修复,建议大修
MNT-006850,2025-10-06 19:00:00,M11,锁模故障,True,19.27,7376.91,维修工B,已修复,
MNT-006851,2024-11-17 21:00:00,M20,电气故障,True,13.4,4244.0,维修工C,已修复,更换备件
MNT-006852,2025-02-06 16:00:00,M07,预防性保养,False,3.34,778.56,维修工B,已修复,
MNT-006853,2026-01-03 01:00:00,M23,注射故障,True,1.99,2097.81,外部供应商,已修复,
MNT-006854,2024-02-29 21:00:00,M02,锁模故障,True,6.25,5938.85,外部供应商,已修复,更换备件
MNT-006855,2025-03-05 10:00:00,M08,锁模故障,True,10.65,4088.04,维修工A,已修复,建议大修
MNT-006856,2025-06-12 22:00:00,M08,换油,True,16.47,4304.5,维修工A,已修复,
MNT-006857,2025-05-02 11:00:00,M15,密封件更换,True,17.34,560.67,维修工A,已修复,
MNT-006858,2024-11-03 23:00:00,M14,密封件更换,True,21.13,5084.45,维修工D,已修复,更换备件
MNT-006859,2025-01-04 00:00:00,M09,电气故障,True,23.45,2052.67,维修工C,已修复,更换备件
MNT-006860,2025-01-01 10:00:00,M04,滤芯更换,True,15.02,7322.28,维修工D,已修复,
MNT-006861,2025-09-17 18:00:00,M05,注射故障,True,14.88,3151.1,维修工D,已修复,建议大修
MNT-006862,2024-11-24 18:00:00,M21,注射故障,True,13.16,1734.31,维修工A,已修复,需要厂家支持
MNT-006863,2025-04-27 04:00:00,M25,滤芯更换,True,10.63,7278.47,维修工B,已修复,
MNT-006864,2026-03-16 03:00:00,M09,锁模故障,True,9.89,5648.11,维修工A,已修复,
MNT-006865,2025-06-16 20:00:00,M16,锁模故障,True,23.12,7525.04,外部供应商,待跟进,建议大修
MNT-006866,2026-03-10 21:00:00,M05,换油,True,17.76,4217.04,外部供应商,已修复,
MNT-006867,2026-03-16 23:00:00,M24,换油,True,11.72,7970.57,维修工B,已修复,
MNT-006868,2025-03-19 21:00:00,M12,预防性保养,False,1.24,1159.32,维修工B,已修复,需要厂家支持
MNT-006869,2024-02-26 18:00:00,M22,预防性保养,False,2.95,385.76,维修工D,已修复,
MNT-006870,2024-09-27 09:00:00,M23,液压故障,True,9.8,1477.45,外部供应商,已修复,
MNT-006871,2026-03-20 19:00:00,M22,换油,True,9.26,754.45,维修工C,已修复,需要厂家支持
MNT-006872,2024-02-23 11:00:00,M12,锁模故障,True,4.09,5390.37,维修工A,已修复,需要厂家支持
MNT-006873,2025-05-28 05:00:00,M15,故障维修,True,14.18,5420.14,维修工B,已修复,需要厂家支持
MNT-006874,2024-07-07 10:00:00,M12,液压故障,True,21.93,3787.24,维修工C,已修复,
MNT-006875,2025-10-24 09:00:00,M22,滤芯更换,True,4.69,1137.66,维修工A,已修复,需要厂家支持
MNT-006876,2025-07-18 22:00:00,M07,加热故障,True,4.07,4180.01,维修工B,已修复,
MNT-006877,2024-05-27 18:00:00,M14,液压故障,True,3.81,3432.28,维修工A,已修复,
MNT-006878,2024-12-01 01:00:00,M19,密封件更换,True,6.51,3867.99,维修工B,已修复,
MNT-006879,2025-11-18 06:00:00,M17,滤芯更换,True,10.24,6499.01,维修工A,已修复,
MNT-006880,2024-06-16 06:00:00,M15,故障维修,True,2.32,6849.31,维修工B,已修复,
MNT-006881,2025-11-21 10:00:00,M24,密封件更换,True,15.72,2645.01,维修工D,已修复,
MNT-006882,2024-05-20 21:00:00,M25,注射故障,True,23.67,2113.52,维修工D,已修复,
MNT-006883,2025-07-05 12:00:00,M25,液压故障,True,17.23,4735.02,维修工D,已修复,
MNT-006884,2024-10-25 11:00:00,M06,加热故障,True,9.27,1900.11,维修工A,已修复,建议大修
MNT-006885,2025-01-08 12:00:00,M18,滤芯更换,True,10.28,5112.54,维修工B,已修复,
MNT-006886,2025-12-21 00:00:00,M02,加热故障,True,16.69,355.68,维修工D,已修复,
MNT-006887,2025-09-02 16:00:00,M02,故障维修,True,17.99,4943.97,维修工D,已修复,更换备件
MNT-006888,2025-12-28 17:00:00,M24,密封件更换,True,14.72,7561.47,维修工A,已修复,
MNT-006889,2024-07-09 01:00:00,M24,加热故障,True,22.9,6016.25,维修工A,已修复,更换备件
MNT-006890,2025-08-20 18:00:00,M01,预防性保养,False,1.93,700.8,维修工B,已修复,需要厂家支持
MNT-006891,2024-03-02 14:00:00,M15,液压故障,True,7.46,6456.55,维修工D,已修复,
MNT-006892,2025-03-24 03:00:00,M17,加热故障,True,8.67,1690.53,维修工D,已修复,建议大修
MNT-006893,2024-02-23 17:00:00,M03,电气故障,True,0.74,2959.82,维修工D,已修复,更换备件
MNT-006894,2025-10-05 07:00:00,M02,液压故障,True,18.17,6842.87,外部供应商,已修复,
MNT-006895,2024-10-30 00:00:00,M26,加热故障,True,22.24,3783.77,维修工A,已修复,
MNT-006896,2024-07-09 06:00:00,M07,预防性保养,False,1.26,1403.76,维修工A,已修复,
MNT-006897,2024-06-09 08:00:00,M14,锁模故障,True,17.61,5575.49,维修工D,已修复,
MNT-006898,2024-05-04 04:00:00,M09,加热故障,True,4.52,6663.01,维修工D,已修复,建议大修
MNT-006899,2024-07-27 19:00:00,M25,锁模故障,True,16.61,7328.78,维修工A,已修复,
MNT-006900,2025-12-03 14:00:00,M28,滤芯更换,True,12.21,640.93,维修工D,已修复,
MNT-006901,2024-12-26 08:00:00,M07,预防性保养,False,3.69,599.12,维修工A,已修复,建议大修
MNT-006902,2026-04-04 15:00:00,M28,锁模故障,True,8.32,3436.84,维修工B,已修复,
MNT-006903,2024-03-04 13:00:00,M03,锁模故障,True,8.6,5912.84,外部供应商,已修复,更换备件
