delivery_id,delivery_time,promised_time,sku,customer_id,customer_name,qty_delivered,amount_yuan,status,delay_hours,logistics_provider
DLV-0027545,2024-08-22 09:00:00,2024-08-21 05:00:00,BUM-002,C013,问界,487,10553.29,LATE,28.0,SF顺丰
DLV-0027546,2026-01-19 15:00:00,2026-01-21 13:00:00,LRB-019,C019,布雷博,86,2911.96,OK,0,德邦
DLV-0027547,2024-01-26 15:00:00,2024-01-26 15:00:00,BUM-023,C005,比亚迪,47,291.87,OK,0,宅急送
DLV-0027548,2024-02-08 10:00:00,2024-02-06 14:00:00,VEN-016,C010,极氪,79,2637.81,LATE,44.0,德邦
DLV-0027549,2024-01-21 08:00:00,2024-01-21 01:00:00,VEN-008,C020,采埃孚,130,4318.6,LATE,7.0,宅急送
DLV-0027550,2025-02-13 09:00:00,2025-02-11 11:00:00,DUO-009,C016,安波福,30,629.1,LATE,46.0,宅急送
DLV-0027551,2024-10-02 14:00:00,2024-10-03 19:00:00,WLC-009,C005,比亚迪,96,2969.28,OK,0,客户自提
DLV-0027552,2025-04-03 12:00:00,2025-04-04 00:00:00,CUP-023,C012,蔚来汽车,73,925.64,OK,0,德邦
DLV-0027553,2025-11-21 07:00:00,2025-11-19 14:00:00,WLC-023,C009,路特斯,324,7750.08,LATE,41.0,安能
DLV-0027554,2024-01-03 13:00:00,2024-01-02 01:00:00,TLM-020,C018,李尔,131,4129.12,LATE,36.0,SF顺丰
DLV-0027555,2025-08-30 17:00:00,2025-08-30 00:00:00,TLM-015,C010,极氪,110,819.5,LATE,17.0,德邦
DLV-0027556,2025-06-23 18:00:00,2025-06-21 22:00:00,TLP-004,C008,岚图汽车,117,994.5,LATE,44.0,客户自提
DLV-0027557,2025-06-23 17:00:00,2025-06-25 03:00:00,WLC-003,C020,采埃孚,30,217.8,OK,0,客户自提
DLV-0027558,2024-03-29 11:00:00,2024-03-29 00:00:00,CUP-022,C008,岚图汽车,30,455.4,LATE,11.0,安能
DLV-0027559,2025-04-28 16:00:00,2025-04-27 05:00:00,BUM-026,C015,马瑞利,118,1307.44,LATE,35.0,SF顺丰
DLV-0027560,2025-03-08 13:00:00,2025-03-09 21:00:00,BUM-021,C004,佛吉亚,81,1841.94,OK,0,安能
DLV-0027561,2025-05-17 18:00:00,2025-05-19 04:00:00,DRH-001,C003,伟世通,80,2394.4,OK,0,安能
DLV-0027562,2024-10-12 16:00:00,2024-10-14 00:00:00,WLC-009,C010,极氪,205,6340.65,OK,0,安能
DLV-0027563,2025-04-11 18:00:00,2025-04-12 10:00:00,DUO-007,C006,小鹏汽车,348,4224.72,OK,0,宅急送
DLV-0027564,2025-06-27 14:00:00,2025-06-29 10:00:00,DRH-013,C014,阿维塔,190,1559.9,OK,0,客户自提
DLV-0027565,2025-10-28 12:00:00,2025-10-27 08:00:00,BUM-013,C006,小鹏汽车,584,3416.4,LATE,28.0,客户自提
DLV-0027566,2025-05-26 18:00:00,2025-05-25 17:00:00,BUM-011,C008,岚图汽车,52,1491.36,LATE,25.0,宅急送
DLV-0027567,2026-01-23 16:00:00,2026-01-22 10:00:00,LFR-020,C003,伟世通,499,15508.92,LATE,30.0,德邦
DLV-0027568,2025-03-22 07:00:00,2025-03-20 18:00:00,LRB-012,C014,阿维塔,211,871.43,LATE,37.0,安能
DLV-0027569,2024-12-28 09:00:00,2024-12-27 11:00:00,DRH-027,C015,马瑞利,35,873.25,LATE,22.0,安能
DLV-0027570,2025-11-14 09:00:00,2025-11-13 00:00:00,TLP-005,C015,马瑞利,187,1075.25,LATE,33.0,宅急送
DLV-0027571,2026-03-25 14:00:00,2026-03-23 21:00:00,VEN-006,C003,伟世通,168,2345.28,LATE,41.0,客户自提
DLV-0027572,2025-01-24 18:00:00,2025-01-23 18:00:00,LRB-019,C009,路特斯,68,2302.48,LATE,24.0,SF顺丰
DLV-0027573,2025-02-12 14:00:00,2025-02-11 16:00:00,WLC-013,C016,安波福,320,7488.0,LATE,22.0,宅急送
DLV-0027574,2026-04-06 10:00:00,2026-04-06 00:00:00,DUO-009,C003,伟世通,235,4927.95,LATE,10.0,京东物流
DLV-0027575,2025-02-11 17:00:00,2025-02-12 15:00:00,BUM-023,C007,零跑汽车,152,943.92,OK,0,安能
DLV-0027576,2026-03-04 15:00:00,2026-03-05 23:00:00,WLC-001,C019,布雷博,125,2307.5,OK,0,客户自提
DLV-0027577,2025-06-11 08:00:00,2025-06-10 22:00:00,VEN-001,C009,路特斯,59,206.5,LATE,10.0,宅急送
DLV-0027578,2026-03-20 09:00:00,2026-03-19 19:00:00,TLP-025,C019,布雷博,198,607.86,LATE,14.0,德邦
DLV-0027579,2024-10-06 10:00:00,2024-10-07 08:00:00,TLP-016,C002,本田技研,1064,27483.12,OK,0,客户自提
DLV-0027580,2024-02-15 16:00:00,2024-02-14 06:00:00,BUM-025,C009,路特斯,375,8445.0,LATE,34.0,德邦
DLV-0027581,2024-12-07 16:00:00,2024-12-07 13:00:00,DUO-023,C007,零跑汽车,54,1763.64,LATE,3.0,客户自提
DLV-0027582,2026-02-21 09:00:00,2026-02-20 11:00:00,TLM-028,C020,采埃孚,298,9836.98,LATE,22.0,宅急送
DLV-0027583,2024-03-14 12:00:00,2024-03-15 22:00:00,VEN-009,C012,蔚来汽车,291,2648.1,OK,0,京东物流
DLV-0027584,2024-07-14 16:00:00,2024-07-13 13:00:00,TLP-016,C016,安波福,311,8033.13,LATE,27.0,德邦
DLV-0027585,2024-05-17 17:00:00,2024-05-17 05:00:00,WLC-006,C013,问界,61,726.51,LATE,12.0,客户自提
DLV-0027586,2026-03-27 13:00:00,2026-03-29 03:00:00,LFR-020,C004,佛吉亚,44,1367.52,OK,0,宅急送
DLV-0027587,2024-11-18 10:00:00,2024-11-20 00:00:00,LRB-001,C005,比亚迪,266,3354.26,OK,0,宅急送
DLV-0027588,2025-12-09 18:00:00,2025-12-10 11:00:00,LRB-006,C001,东风彼欧,79,2700.22,OK,0,安能
DLV-0027589,2025-03-09 18:00:00,2025-03-11 00:00:00,HND-019,C004,佛吉亚,144,3093.12,OK,0,德邦
DLV-0027590,2024-07-25 07:00:00,2024-07-23 22:00:00,DUO-009,C005,比亚迪,120,2516.4,LATE,33.0,安能
DLV-0027591,2026-02-23 10:00:00,2026-02-21 22:00:00,TLP-009,C013,问界,230,5878.8,LATE,36.0,京东物流
DLV-0027592,2024-11-08 14:00:00,2024-11-10 01:00:00,TLM-024,C014,阿维塔,452,7349.52,OK,0,宅急送
DLV-0027593,2025-07-03 15:00:00,2025-07-05 08:00:00,DUO-003,C004,佛吉亚,124,197.16,OK,0,宅急送
DLV-0027594,2025-02-22 12:00:00,2025-02-23 02:00:00,VEN-022,C015,马瑞利,269,9024.95,OK,0,德邦
DLV-0027595,2026-04-15 14:00:00,2026-04-15 23:00:00,DUO-005,C013,问界,397,4732.24,OK,0,SF顺丰
DLV-0027596,2025-09-21 17:00:00,2025-09-21 08:00:00,LRB-022,C020,采埃孚,59,1040.76,LATE,9.0,安能
DLV-0027597,2024-05-11 14:00:00,2024-05-11 19:00:00,LRB-016,C012,蔚来汽车,2979,70840.62,OK,0,京东物流
DLV-0027598,2025-07-30 11:00:00,2025-07-30 18:00:00,CUP-029,C017,麦格纳,126,283.5,OK,0,德邦
DLV-0027599,2025-03-01 18:00:00,2025-02-28 14:00:00,VEN-006,C008,岚图汽车,30,418.8,LATE,28.0,客户自提
DLV-0027600,2026-03-06 17:00:00,2026-03-04 18:00:00,CUP-027,C010,极氪,115,2305.75,LATE,47.0,SF顺丰
DLV-0027601,2026-01-16 16:00:00,2026-01-17 04:00:00,HND-007,C003,伟世通,82,321.44,OK,0,宅急送
DLV-0027602,2025-02-22 12:00:00,2025-02-21 07:00:00,BUM-023,C011,理想汽车,232,1440.72,LATE,29.0,客户自提
DLV-0027603,2025-06-05 12:00:00,2025-06-06 10:00:00,LRB-001,C003,伟世通,40,504.4,OK,0,宅急送
DLV-0027604,2024-09-26 11:00:00,2024-09-25 09:00:00,HND-023,C009,路特斯,362,3413.66,LATE,26.0,SF顺丰
DLV-0027605,2024-06-18 18:00:00,2024-06-18 15:00:00,VEN-010,C015,马瑞利,158,2069.8,LATE,3.0,SF顺丰
DLV-0027606,2025-04-10 15:00:00,2025-04-11 10:00:00,LFR-012,C001,东风彼欧,30,534.9,OK,0,安能
DLV-0027607,2026-04-14 18:00:00,2026-04-13 05:00:00,CUP-018,C004,佛吉亚,131,2419.57,LATE,37.0,京东物流
DLV-0027608,2024-01-11 14:00:00,2024-01-13 05:00:00,HND-001,C007,零跑汽车,115,764.75,OK,0,SF顺丰
DLV-0027609,2024-09-24 10:00:00,2024-09-24 17:00:00,WLC-020,C018,李尔,191,2251.89,OK,0,SF顺丰
DLV-0027610,2024-11-07 11:00:00,2024-11-07 23:00:00,TLM-004,C008,岚图汽车,103,3342.35,OK,0,德邦
DLV-0027611,2025-11-27 10:00:00,2025-11-29 10:00:00,TLM-011,C018,李尔,66,2269.08,OK,0,德邦
DLV-0027612,2026-04-15 16:00:00,2026-04-15 07:00:00,CUP-019,C001,东风彼欧,489,8508.6,LATE,9.0,德邦
DLV-0027613,2024-02-14 09:00:00,2024-02-16 09:00:00,DUO-014,C003,伟世通,1085,12575.15,OK,0,京东物流
DLV-0027614,2024-03-04 14:00:00,2024-03-03 18:00:00,HND-014,C005,比亚迪,613,13902.84,LATE,20.0,SF顺丰
DLV-0027615,2025-05-14 18:00:00,2025-05-16 18:00:00,WLC-014,C007,零跑汽车,257,2220.48,OK,0,安能
DLV-0027616,2025-05-20 13:00:00,2025-05-21 03:00:00,TLP-008,C004,佛吉亚,267,6386.64,OK,0,德邦
DLV-0027617,2024-04-26 15:00:00,2024-04-28 02:00:00,DRH-011,C020,采埃孚,324,9865.8,OK,0,安能
DLV-0027618,2025-02-12 16:00:00,2025-02-11 18:00:00,CUP-026,C014,阿维塔,336,3907.68,LATE,22.0,安能
DLV-0027619,2025-11-22 12:00:00,2025-11-21 01:00:00,BUM-026,C019,布雷博,130,1440.4,LATE,35.0,客户自提
DLV-0027620,2025-07-18 14:00:00,2025-07-19 07:00:00,TLP-023,C013,问界,93,2367.78,OK,0,宅急送
DLV-0027621,2024-01-31 13:00:00,2024-02-02 02:00:00,HND-022,C005,比亚迪,157,5063.25,OK,0,SF顺丰
DLV-0027622,2026-04-27 10:00:00,2026-04-26 16:00:00,WLC-012,C008,岚图汽车,200,2376.0,LATE,18.0,京东物流
DLV-0027623,2024-02-28 14:00:00,2024-03-01 03:00:00,DRH-010,C012,蔚来汽车,296,1941.76,OK,0,SF顺丰
DLV-0027624,2024-06-17 18:00:00,2024-06-16 01:00:00,HND-002,C010,极氪,112,1030.4,LATE,41.0,客户自提
DLV-0027625,2026-04-21 14:00:00,2026-04-23 14:00:00,VEN-002,C002,本田技研,192,6405.12,OK,0,SF顺丰
DLV-0027626,2026-02-17 17:00:00,2026-02-18 17:00:00,TLP-004,C002,本田技研,698,5933.0,OK,0,SF顺丰
DLV-0027627,2024-04-11 07:00:00,2024-04-11 19:00:00,CUP-003,C008,岚图汽车,83,2838.6,OK,0,京东物流
DLV-0027628,2026-04-14 10:00:00,2026-04-13 07:00:00,DRH-006,C005,比亚迪,61,1088.24,LATE,27.0,京东物流
DLV-0027629,2024-08-29 09:00:00,2024-08-30 19:00:00,VEN-008,C014,阿维塔,193,6411.46,OK,0,德邦
DLV-0027630,2025-06-12 12:00:00,2025-06-12 06:00:00,DUO-021,C007,零跑汽车,315,2973.6,LATE,6.0,安能
DLV-0027631,2025-12-30 12:00:00,2025-12-30 18:00:00,VEN-018,C006,小鹏汽车,453,2808.6,OK,0,SF顺丰
DLV-0027632,2026-04-04 12:00:00,2026-04-05 00:00:00,VEN-010,C004,佛吉亚,30,393.0,OK,0,客户自提
DLV-0027633,2026-02-19 15:00:00,2026-02-18 01:00:00,WLC-011,C007,零跑汽车,81,1324.35,LATE,38.0,安能
DLV-0027634,2025-06-17 07:00:00,2025-06-18 02:00:00,LRB-012,C012,蔚来汽车,109,450.17,OK,0,德邦
DLV-0027635,2025-08-15 14:00:00,2025-08-16 14:00:00,CUP-003,C005,比亚迪,516,17647.2,OK,0,安能
DLV-0027636,2025-02-16 17:00:00,2025-02-15 02:00:00,LRB-018,C016,安波福,377,4086.68,LATE,39.0,宅急送
DLV-0027637,2025-03-14 14:00:00,2025-03-14 13:00:00,DUO-015,C005,比亚迪,30,621.6,LATE,1.0,宅急送
DLV-0027638,2024-01-24 18:00:00,2024-01-24 17:00:00,TLM-020,C002,本田技研,84,2647.68,LATE,1.0,宅急送
DLV-0027639,2024-03-18 13:00:00,2024-03-19 06:00:00,BUM-007,C008,岚图汽车,129,1308.06,OK,0,安能
DLV-0027640,2025-11-30 17:00:00,2025-11-29 19:00:00,DRH-009,C008,岚图汽车,194,2510.36,LATE,22.0,京东物流
DLV-0027641,2025-12-24 12:00:00,2025-12-22 22:00:00,WLC-001,C009,路特斯,96,1772.16,LATE,38.0,客户自提
DLV-0027642,2024-05-01 08:00:00,2024-04-30 23:00:00,DUO-011,C014,阿维塔,205,1199.25,LATE,9.0,客户自提
DLV-0027643,2025-04-30 14:00:00,2025-05-01 22:00:00,BUM-012,C016,安波福,494,13031.72,OK,0,安能
DLV-0027644,2024-10-20 17:00:00,2024-10-21 20:00:00,VEN-014,C008,岚图汽车,59,418.9,OK,0,德邦
DLV-0027645,2025-01-19 07:00:00,2025-01-19 00:00:00,TLM-027,C017,麦格纳,229,3460.19,LATE,7.0,安能
DLV-0027646,2024-01-05 11:00:00,2024-01-04 16:00:00,HND-028,C005,比亚迪,94,910.86,LATE,19.0,安能
DLV-0027647,2024-05-24 17:00:00,2024-05-25 08:00:00,DRH-002,C012,蔚来汽车,85,798.15,OK,0,客户自提
DLV-0027648,2024-08-26 13:00:00,2024-08-25 02:00:00,DRH-009,C002,本田技研,498,6444.12,LATE,35.0,京东物流
DLV-0027649,2024-04-21 13:00:00,2024-04-21 13:00:00,LFR-006,C018,李尔,169,1270.88,OK,0,客户自提
DLV-0027650,2024-03-18 17:00:00,2024-03-19 03:00:00,DRH-014,C010,极氪,275,2081.75,OK,0,宅急送
DLV-0027651,2024-05-17 18:00:00,2024-05-16 22:00:00,VEN-022,C015,马瑞利,564,18922.2,LATE,20.0,SF顺丰
DLV-0027652,2025-05-05 18:00:00,2025-05-04 14:00:00,LFR-013,C001,东风彼欧,81,929.07,LATE,28.0,安能
DLV-0027653,2024-07-28 10:00:00,2024-07-27 20:00:00,DRH-029,C007,零跑汽车,120,2286.0,LATE,14.0,京东物流
DLV-0027654,2024-10-04 17:00:00,2024-10-06 09:00:00,DUO-012,C008,岚图汽车,68,777.24,OK,0,安能
DLV-0027655,2024-10-15 07:00:00,2024-10-15 12:00:00,VEN-018,C003,伟世通,143,886.6,OK,0,京东物流
DLV-0027656,2024-06-14 10:00:00,2024-06-14 22:00:00,TLM-028,C016,安波福,447,14755.47,OK,0,德邦
DLV-0027657,2025-08-15 09:00:00,2025-08-16 18:00:00,VEN-017,C019,布雷博,30,679.8,OK,0,SF顺丰
DLV-0027658,2024-02-15 18:00:00,2024-02-17 00:00:00,VEN-010,C006,小鹏汽车,93,1218.3,OK,0,安能
DLV-0027659,2024-08-24 14:00:00,2024-08-25 00:00:00,WLC-021,C011,理想汽车,214,1919.58,OK,0,德邦
DLV-0027660,2024-03-09 07:00:00,2024-03-10 13:00:00,VEN-012,C015,马瑞利,235,3513.25,OK,0,德邦
DLV-0027661,2024-05-01 16:00:00,2024-05-01 16:00:00,WLC-004,C013,问界,269,1772.71,OK,0,德邦
DLV-0027662,2024-02-29 16:00:00,2024-03-02 13:00:00,TLP-021,C014,阿维塔,312,2708.16,OK,0,SF顺丰
DLV-0027663,2026-04-15 08:00:00,2026-04-14 17:00:00,WLC-003,C005,比亚迪,302,2192.52,LATE,15.0,安能
DLV-0027664,2025-07-19 11:00:00,2025-07-19 19:00:00,LFR-013,C011,理想汽车,117,1341.99,OK,0,京东物流
DLV-0027665,2026-04-07 10:00:00,2026-04-08 02:00:00,HND-017,C001,东风彼欧,781,17166.38,OK,0,德邦
DLV-0027666,2024-07-25 13:00:00,2024-07-27 13:00:00,LRB-020,C020,采埃孚,174,3805.38,OK,0,客户自提
DLV-0027667,2025-01-30 17:00:00,2025-01-31 22:00:00,TLM-012,C014,阿维塔,237,7005.72,OK,0,SF顺丰
DLV-0027668,2024-03-28 14:00:00,2024-03-27 15:00:00,TLP-008,C009,路特斯,135,3229.2,LATE,23.0,京东物流
DLV-0027669,2025-11-29 13:00:00,2025-11-30 05:00:00,DRH-021,C017,麦格纳,111,425.13,OK,0,京东物流
DLV-0027670,2025-04-07 10:00:00,2025-04-05 11:00:00,CUP-007,C002,本田技研,340,7184.2,LATE,47.0,安能
DLV-0027671,2024-02-08 10:00:00,2024-02-09 03:00:00,DRH-010,C020,采埃孚,40,262.4,OK,0,京东物流
DLV-0027672,2024-09-14 13:00:00,2024-09-14 12:00:00,TLM-019,C007,零跑汽车,80,2359.2,LATE,1.0,客户自提
DLV-0027673,2024-04-10 08:00:00,2024-04-10 03:00:00,VEN-023,C011,理想汽车,91,689.78,LATE,5.0,宅急送
DLV-0027674,2024-09-30 11:00:00,2024-09-30 11:00:00,DRH-023,C001,东风彼欧,184,1512.48,OK,0,宅急送
DLV-0027675,2025-06-17 10:00:00,2025-06-16 02:00:00,BUM-001,C014,阿维塔,198,1027.62,LATE,32.0,SF顺丰
DLV-0027676,2025-03-21 18:00:00,2025-03-23 18:00:00,TLP-004,C011,理想汽车,111,943.5,OK,0,京东物流
DLV-0027677,2025-09-19 14:00:00,2025-09-17 19:00:00,LRB-015,C012,蔚来汽车,149,3149.86,LATE,43.0,安能
DLV-0027678,2025-10-10 07:00:00,2025-10-08 16:00:00,LFR-022,C002,本田技研,89,3102.54,LATE,39.0,宅急送
DLV-0027679,2025-02-14 14:00:00,2025-02-12 23:00:00,TLP-020,C004,佛吉亚,79,137.46,LATE,39.0,SF顺丰
DLV-0027680,2024-02-03 07:00:00,2024-02-03 20:00:00,LFR-002,C010,极氪,69,747.96,OK,0,安能
DLV-0027681,2025-04-23 11:00:00,2025-04-24 02:00:00,VEN-030,C001,东风彼欧,56,648.48,OK,0,客户自提
DLV-0027682,2024-02-11 16:00:00,2024-02-13 05:00:00,TLM-012,C017,麦格纳,318,9400.08,OK,0,宅急送
DLV-0027683,2025-09-04 08:00:00,2025-09-03 22:00:00,CUP-001,C018,李尔,61,402.6,LATE,10.0,宅急送
DLV-0027684,2024-01-01 10:00:00,2024-01-01 11:00:00,BUM-017,C011,理想汽车,180,1054.8,OK,0,安能
DLV-0027685,2025-06-21 12:00:00,2025-06-21 16:00:00,DRH-007,C008,岚图汽车,41,359.98,OK,0,客户自提
DLV-0027686,2026-01-31 16:00:00,2026-01-30 17:00:00,VEN-006,C004,佛吉亚,99,1382.04,LATE,23.0,宅急送
DLV-0027687,2025-01-15 15:00:00,2025-01-15 17:00:00,DRH-010,C015,马瑞利,58,380.48,OK,0,宅急送
DLV-0027688,2025-09-24 16:00:00,2025-09-26 05:00:00,HND-008,C004,佛吉亚,125,3097.5,OK,0,京东物流
DLV-0027689,2025-11-28 17:00:00,2025-11-27 10:00:00,VEN-015,C020,采埃孚,1277,40646.91,LATE,31.0,德邦
DLV-0027690,2025-03-16 13:00:00,2025-03-14 22:00:00,WLC-007,C013,问界,53,1823.2,LATE,39.0,SF顺丰
DLV-0027691,2025-10-02 12:00:00,2025-10-03 04:00:00,HND-016,C003,伟世通,145,2205.45,OK,0,德邦
DLV-0027692,2026-02-18 09:00:00,2026-02-20 08:00:00,WLC-018,C005,比亚迪,186,6048.72,OK,0,宅急送
DLV-0027693,2024-09-03 08:00:00,2024-09-04 06:00:00,WLC-008,C020,采埃孚,111,1881.45,OK,0,客户自提
DLV-0027694,2024-10-28 17:00:00,2024-10-26 18:00:00,LFR-016,C009,路特斯,139,2336.59,LATE,47.0,安能
DLV-0027695,2025-06-24 17:00:00,2025-06-23 16:00:00,CUP-027,C013,问界,769,15418.45,LATE,25.0,SF顺丰
DLV-0027696,2025-06-05 15:00:00,2025-06-04 11:00:00,BUM-006,C015,马瑞利,113,2584.31,LATE,28.0,德邦
DLV-0027697,2024-07-18 18:00:00,2024-07-20 04:00:00,DUO-010,C003,伟世通,157,2392.68,OK,0,京东物流
DLV-0027698,2026-04-25 14:00:00,2026-04-26 03:00:00,CUP-013,C013,问界,264,5121.6,OK,0,安能
DLV-0027699,2025-03-05 09:00:00,2025-03-05 19:00:00,BUM-012,C020,采埃孚,496,13084.48,OK,0,安能
DLV-0027700,2025-10-04 07:00:00,2025-10-02 08:00:00,LRB-002,C015,马瑞利,1287,33191.73,LATE,47.0,德邦
DLV-0027701,2024-11-13 14:00:00,2024-11-14 21:00:00,WLC-002,C003,伟世通,257,6635.74,OK,0,京东物流
DLV-0027702,2024-02-22 16:00:00,2024-02-22 14:00:00,DUO-015,C011,理想汽车,370,7666.4,LATE,2.0,德邦
DLV-0027703,2024-01-17 16:00:00,2024-01-19 07:00:00,TLM-009,C017,麦格纳,127,2611.12,OK,0,德邦
DLV-0027704,2025-01-20 10:00:00,2025-01-22 03:00:00,BUM-002,C011,理想汽车,123,2665.41,OK,0,京东物流
DLV-0027705,2025-08-07 18:00:00,2025-08-08 05:00:00,BUM-012,C006,小鹏汽车,183,4827.54,OK,0,SF顺丰
DLV-0027706,2024-03-22 17:00:00,2024-03-21 14:00:00,HND-001,C013,问界,255,1695.75,LATE,27.0,京东物流
DLV-0027707,2024-05-18 11:00:00,2024-05-17 11:00:00,HND-006,C002,本田技研,141,1665.21,LATE,24.0,客户自提
DLV-0027708,2026-03-27 13:00:00,2026-03-28 13:00:00,LRB-017,C016,安波福,189,4810.05,OK,0,德邦
DLV-0027709,2024-09-18 13:00:00,2024-09-17 11:00:00,DUO-012,C016,安波福,52,594.36,LATE,26.0,客户自提
DLV-0027710,2025-08-21 13:00:00,2025-08-22 08:00:00,BUM-015,C008,岚图汽车,50,571.0,OK,0,宅急送
DLV-0027711,2024-08-31 11:00:00,2024-08-31 22:00:00,HND-014,C017,麦格纳,320,7257.6,OK,0,客户自提
DLV-0027712,2024-12-19 18:00:00,2024-12-18 00:00:00,VEN-029,C005,比亚迪,125,1448.75,LATE,42.0,德邦
DLV-0027713,2025-07-05 10:00:00,2025-07-04 03:00:00,TLP-005,C010,极氪,41,235.75,LATE,31.0,安能
DLV-0027714,2024-04-16 12:00:00,2024-04-16 19:00:00,VEN-019,C018,李尔,135,2342.25,OK,0,德邦
DLV-0027715,2024-09-08 15:00:00,2024-09-09 02:00:00,DRH-024,C012,蔚来汽车,67,532.65,OK,0,安能
DLV-0027716,2024-08-10 16:00:00,2024-08-10 05:00:00,TLP-009,C001,东风彼欧,841,21495.96,LATE,11.0,安能
DLV-0027717,2026-01-15 10:00:00,2026-01-15 09:00:00,DRH-019,C011,理想汽车,153,2945.25,LATE,1.0,客户自提
DLV-0027718,2026-03-17 16:00:00,2026-03-17 22:00:00,HND-009,C013,问界,483,14712.18,OK,0,SF顺丰
DLV-0027719,2025-03-24 12:00:00,2025-03-24 19:00:00,WLC-013,C013,问界,494,11559.6,OK,0,德邦
DLV-0027720,2025-04-29 10:00:00,2025-04-28 15:00:00,DUO-011,C015,马瑞利,115,672.75,LATE,19.0,安能
DLV-0027721,2024-03-10 11:00:00,2024-03-10 17:00:00,LRB-011,C013,问界,214,1134.2,OK,0,安能
DLV-0027722,2025-02-03 18:00:00,2025-02-03 03:00:00,CUP-006,C004,佛吉亚,252,4785.48,LATE,15.0,德邦
DLV-0027723,2024-09-18 18:00:00,2024-09-19 07:00:00,WLC-002,C005,比亚迪,733,18926.06,OK,0,京东物流
DLV-0027724,2024-03-09 08:00:00,2024-03-07 08:00:00,WLC-015,C013,问界,64,1381.12,LATE,48.0,德邦
DLV-0027725,2025-09-16 15:00:00,2025-09-15 20:00:00,CUP-010,C011,理想汽车,250,7177.5,LATE,19.0,SF顺丰
DLV-0027726,2026-01-30 18:00:00,2026-01-31 01:00:00,LRB-001,C010,极氪,170,2143.7,OK,0,安能
DLV-0027727,2024-03-11 16:00:00,2024-03-12 10:00:00,TLM-022,C011,理想汽车,140,588.0,OK,0,客户自提
DLV-0027728,2026-01-02 15:00:00,2026-01-01 11:00:00,DRH-027,C006,小鹏汽车,187,4665.65,LATE,28.0,SF顺丰
DLV-0027729,2024-03-28 16:00:00,2024-03-29 01:00:00,CUP-008,C009,路特斯,253,531.3,OK,0,安能
DLV-0027730,2026-04-16 13:00:00,2026-04-16 15:00:00,LFR-014,C004,佛吉亚,198,1823.58,OK,0,安能
DLV-0027731,2024-12-26 10:00:00,2024-12-26 22:00:00,DRH-018,C017,麦格纳,36,738.72,OK,0,安能
DLV-0027732,2024-11-14 15:00:00,2024-11-13 00:00:00,VEN-007,C017,麦格纳,105,1596.0,LATE,39.0,宅急送
DLV-0027733,2025-06-26 08:00:00,2025-06-25 11:00:00,TLP-023,C015,马瑞利,262,6670.52,LATE,21.0,宅急送
DLV-0027734,2025-09-24 09:00:00,2025-09-23 14:00:00,DUO-015,C006,小鹏汽车,70,1450.4,LATE,19.0,客户自提
DLV-0027735,2025-02-04 12:00:00,2025-02-05 09:00:00,WLC-019,C020,采埃孚,163,3207.84,OK,0,宅急送
DLV-0027736,2024-12-26 13:00:00,2024-12-25 06:00:00,TLP-020,C014,阿维塔,502,873.48,LATE,31.0,安能
DLV-0027737,2025-10-04 13:00:00,2025-10-05 12:00:00,DRH-012,C005,比亚迪,471,11548.92,OK,0,宅急送
DLV-0027738,2025-02-06 14:00:00,2025-02-05 16:00:00,WLC-019,C016,安波福,647,12732.96,LATE,22.0,德邦
DLV-0027739,2025-07-21 16:00:00,2025-07-20 04:00:00,DUO-004,C016,安波福,409,8556.28,LATE,36.0,京东物流
DLV-0027740,2025-02-28 15:00:00,2025-03-01 07:00:00,CUP-021,C005,比亚迪,106,2911.82,OK,0,客户自提
DLV-0027741,2025-10-15 11:00:00,2025-10-16 16:00:00,BUM-018,C013,问界,208,3419.52,OK,0,德邦
DLV-0027742,2025-01-26 15:00:00,2025-01-26 06:00:00,DUO-021,C015,马瑞利,157,1482.08,LATE,9.0,德邦
DLV-0027743,2025-06-08 18:00:00,2025-06-07 03:00:00,BUM-004,C001,东风彼欧,39,1260.87,LATE,39.0,安能
DLV-0027744,2026-02-04 13:00:00,2026-02-05 19:00:00,BUM-026,C006,小鹏汽车,251,2781.08,OK,0,宅急送
DLV-0027745,2025-07-21 17:00:00,2025-07-23 15:00:00,CUP-026,C015,马瑞利,97,1128.11,OK,0,京东物流
DLV-0027746,2025-08-25 12:00:00,2025-08-24 12:00:00,HND-023,C004,佛吉亚,46,433.78,LATE,24.0,SF顺丰
DLV-0027747,2025-05-12 17:00:00,2025-05-11 09:00:00,BUM-006,C018,李尔,87,1989.69,LATE,32.0,SF顺丰
DLV-0027748,2024-11-04 16:00:00,2024-11-04 01:00:00,VEN-014,C009,路特斯,88,624.8,LATE,15.0,客户自提
DLV-0027749,2024-08-12 17:00:00,2024-08-13 07:00:00,CUP-015,C006,小鹏汽车,287,8744.89,OK,0,客户自提
DLV-0027750,2026-01-20 10:00:00,2026-01-20 03:00:00,LRB-018,C013,问界,53,574.52,LATE,7.0,安能
DLV-0027751,2025-06-08 15:00:00,2025-06-10 08:00:00,DUO-009,C016,安波福,501,10505.97,OK,0,宅急送
DLV-0027752,2024-09-17 13:00:00,2024-09-15 21:00:00,WLC-009,C006,小鹏汽车,146,4515.78,LATE,40.0,客户自提
DLV-0027753,2026-03-20 08:00:00,2026-03-19 02:00:00,TLM-020,C011,理想汽车,1090,34356.8,LATE,30.0,SF顺丰
