inspection_id,inspection_time,machine_id,sku,sample_size,defect_count,defect_rate,result,main_defect_type,inspector_id,standard
QI-0056382,2026-01-14 13:00:00,M01,CUP-021,112,0,0.0064,PASS,,QC-D,客户标准
QI-0056383,2026-04-19 08:00:00,M25,DUO-011,60,0,0.0136,PASS,,QC-D,客户标准
QI-0056384,2025-06-20 11:00:00,M06,DRH-021,53,0,0.0057,PASS,,QC-A,ISO 9001
QI-0056385,2025-07-03 09:00:00,M20,HND-004,78,1,0.0154,PASS,黑点,QC-C,ISO 9001
QI-0056386,2024-11-29 02:00:00,M12,VEN-014,135,4,0.034,PASS,银纹,QC-A,客户标准
QI-0056387,2026-01-02 03:00:00,M13,DRH-019,108,0,0.0075,PASS,,QC-B,客户标准
QI-0056388,2024-03-31 21:00:00,M17,TLM-012,116,0,0.004,PASS,,QC-A,客户标准
QI-0056389,2024-04-02 11:00:00,M12,DRH-028,84,4,0.05,PASS,色差,QC-D,客户标准
QI-0056390,2024-03-10 02:00:00,M19,HND-019,188,0,0.0028,PASS,,QC-B,客户标准
QI-0056391,2025-05-26 22:00:00,M26,LRB-011,115,2,0.0178,FAIL,变形,QC-A,IATF 16949
QI-0056392,2024-09-24 06:00:00,M01,VEN-022,157,6,0.0445,PASS,飞边,QC-C,客户标准
QI-0056393,2024-03-20 10:00:00,M24,WLC-018,90,1,0.0197,FAIL,缺料,QC-B,ISO 9001
QI-0056394,2024-09-05 09:00:00,M07,VEN-030,27,0,0.0103,PASS,,QC-B,ISO 9001
QI-0056395,2025-01-19 16:00:00,M04,CUP-028,78,0,0.0056,PASS,,QC-A,IATF 16949
QI-0056396,2025-03-20 20:00:00,M22,HND-026,76,0,0.0021,PASS,,QC-D,IATF 16949
QI-0056397,2026-04-11 09:00:00,M11,VEN-029,162,0,0.0045,PASS,,QC-B,客户标准
QI-0056398,2024-06-24 17:00:00,M08,DRH-017,164,0,0.0032,PASS,,QC-A,IATF 16949
QI-0056399,2024-02-17 10:00:00,M06,CUP-014,75,1,0.0134,PASS,气泡,QC-C,客户标准
QI-0056400,2025-10-15 07:00:00,M21,BUM-013,81,4,0.05,PASS,银纹,QC-B,客户标准
QI-0056401,2024-04-12 09:00:00,M07,DRH-019,169,1,0.0085,FAIL,飞边,QC-C,客户标准
QI-0056402,2024-06-10 09:00:00,M02,DRH-002,63,0,0.0035,PASS,,QC-A,客户标准
QI-0056403,2024-06-22 15:00:00,M02,CUP-009,197,5,0.0256,PASS,黑点,QC-D,IATF 16949
QI-0056404,2025-11-11 11:00:00,M17,TLM-001,78,1,0.0161,PASS,飞边,QC-D,IATF 16949
QI-0056405,2025-08-19 18:00:00,M18,TLM-026,189,0,0.0022,PASS,,QC-D,ISO 9001
QI-0056406,2024-03-21 21:00:00,M13,VEN-006,101,0,0.0089,PASS,,QC-D,客户标准
QI-0056407,2025-07-10 02:00:00,M18,HND-019,22,0,0.0046,PASS,,QC-A,ISO 9001
QI-0056408,2025-04-24 19:00:00,M16,HND-017,37,0,0.0055,PASS,,QC-D,IATF 16949
QI-0056409,2024-04-01 06:00:00,M27,LFR-018,70,0,0.0011,PASS,,QC-D,ISO 9001
QI-0056410,2024-08-18 03:00:00,M25,WLC-010,193,1,0.0096,PASS,尺寸不合格,QC-D,IATF 16949
QI-0056411,2024-10-23 16:00:00,M06,DRH-001,184,9,0.05,FAIL,变形,QC-D,IATF 16949
QI-0056412,2024-06-19 14:00:00,M16,TLM-024,133,0,0.0018,PASS,,QC-C,ISO 9001
QI-0056413,2025-01-27 08:00:00,M06,DRH-018,121,0,0.0052,PASS,,QC-C,IATF 16949
QI-0056414,2026-04-16 06:00:00,M01,DRH-018,97,0,0.0026,PASS,,QC-A,IATF 16949
QI-0056415,2025-12-28 20:00:00,M18,BUM-003,152,1,0.0072,PASS,飞边,QC-A,IATF 16949
QI-0056416,2026-02-17 02:00:00,M24,TLP-025,90,0,0.0027,PASS,,QC-B,IATF 16949
QI-0056417,2024-06-22 12:00:00,M02,CUP-025,58,0,0.0021,PASS,,QC-B,IATF 16949
QI-0056418,2025-12-05 19:00:00,M20,BUM-026,154,0,0.0026,PASS,,QC-C,客户标准
QI-0056419,2024-03-07 13:00:00,M03,CUP-009,196,4,0.0205,PASS,黑点,QC-D,客户标准
QI-0056420,2024-08-15 03:00:00,M09,DRH-005,194,3,0.0175,PASS,变形,QC-C,IATF 16949
QI-0056421,2025-07-25 08:00:00,M16,TLM-010,36,0,0.0037,PASS,,QC-D,IATF 16949
QI-0056422,2024-10-21 23:00:00,M06,VEN-022,177,2,0.0121,PASS,熔接痕,QC-C,客户标准
QI-0056423,2024-05-09 21:00:00,M12,VEN-029,137,2,0.0219,FAIL,变形,QC-A,IATF 16949
QI-0056424,2024-04-04 17:00:00,M23,DUO-019,93,0,0.0026,PASS,,QC-B,客户标准
QI-0056425,2026-01-13 15:00:00,M06,DRH-007,196,1,0.0096,PASS,变形,QC-B,ISO 9001
QI-0056426,2025-11-03 05:00:00,M11,VEN-014,171,1,0.0082,FAIL,气泡,QC-C,客户标准
QI-0056427,2024-07-11 01:00:00,M28,LFR-019,160,1,0.0081,PASS,缺料,QC-B,客户标准
QI-0056428,2025-07-01 23:00:00,M08,DRH-016,179,1,0.0086,PASS,色差,QC-C,IATF 16949
QI-0056429,2026-03-27 06:00:00,M07,CUP-002,190,2,0.0127,PASS,银纹,QC-D,客户标准
QI-0056430,2024-01-18 21:00:00,M19,TLM-001,152,0,0.0003,PASS,,QC-A,ISO 9001
QI-0056431,2024-03-04 17:00:00,M06,CUP-010,160,0,0.0038,PASS,,QC-D,客户标准
QI-0056432,2024-11-20 00:00:00,M18,HND-024,26,0,0.0031,PASS,,QC-A,客户标准
QI-0056433,2025-08-11 23:00:00,M12,VEN-028,126,0,0.0004,PASS,,QC-D,ISO 9001
QI-0056434,2025-12-23 11:00:00,M02,VEN-007,102,0,0.0037,PASS,,QC-D,客户标准
QI-0056435,2025-09-17 13:00:00,M29,LRB-013,189,1,0.0072,PASS,变形,QC-A,客户标准
QI-0056436,2025-12-06 16:00:00,M06,DRH-007,115,0,0.0033,PASS,,QC-B,ISO 9001
QI-0056437,2025-12-20 14:00:00,M10,DRH-003,29,0,0.0061,PASS,,QC-A,IATF 16949
QI-0056438,2025-07-11 01:00:00,M23,WLC-013,70,0,0.001,PASS,,QC-D,IATF 16949
QI-0056439,2025-04-08 11:00:00,M27,LRB-020,58,0,0.004,PASS,,QC-C,IATF 16949
QI-0056440,2025-09-19 11:00:00,M21,BUM-025,152,1,0.0096,PASS,变形,QC-B,ISO 9001
QI-0056441,2026-04-18 15:00:00,M06,CUP-006,38,0,0.0084,PASS,,QC-D,ISO 9001
QI-0056442,2024-01-16 10:00:00,M27,LFR-001,118,0,0.0036,PASS,,QC-D,IATF 16949
QI-0056443,2024-09-26 05:00:00,M17,BUM-024,189,1,0.0091,PASS,银纹,QC-A,IATF 16949
QI-0056444,2025-03-19 21:00:00,M23,TLP-006,176,0,0.0016,PASS,,QC-C,客户标准
QI-0056445,2025-06-20 07:00:00,M20,BUM-015,49,2,0.0492,PASS,尺寸不合格,QC-C,ISO 9001
QI-0056446,2024-01-15 14:00:00,M19,TLM-012,165,1,0.0101,PASS,熔接痕,QC-C,IATF 16949
QI-0056447,2025-07-28 21:00:00,M17,BUM-024,186,1,0.0064,PASS,熔接痕,QC-D,ISO 9001
QI-0056448,2025-03-02 03:00:00,M06,DRH-027,173,2,0.0156,PASS,缺料,QC-A,ISO 9001
QI-0056449,2025-03-27 02:00:00,M14,HND-016,130,2,0.0167,PASS,缺料,QC-A,客户标准
QI-0056450,2024-10-24 13:00:00,M04,DRH-007,147,0,0.0043,PASS,,QC-D,ISO 9001
QI-0056451,2025-05-20 01:00:00,M05,VEN-026,170,1,0.0077,PASS,缩痕,QC-B,客户标准
QI-0056452,2025-07-06 05:00:00,M09,DRH-003,22,0,0.0124,PASS,,QC-C,IATF 16949
QI-0056453,2025-07-22 08:00:00,M04,CUP-025,139,0,0.0057,PASS,,QC-A,ISO 9001
QI-0056454,2024-05-25 12:00:00,M26,LFR-014,138,1,0.0132,PASS,色差,QC-A,客户标准
QI-0056455,2024-09-21 07:00:00,M20,TLM-015,84,0,0.0044,PASS,,QC-B,IATF 16949
QI-0056456,2026-01-20 12:00:00,M12,DRH-005,59,1,0.0194,PASS,黑点,QC-A,IATF 16949
QI-0056457,2024-08-08 06:00:00,M10,CUP-005,40,0,0.002,PASS,,QC-C,ISO 9001
QI-0056458,2024-03-12 12:00:00,M08,VEN-001,21,0,0.0067,PASS,,QC-D,客户标准
QI-0056459,2024-10-15 08:00:00,M05,DRH-013,93,1,0.0121,PASS,气泡,QC-D,ISO 9001
QI-0056460,2025-12-29 06:00:00,M06,DRH-007,59,0,0.0111,PASS,,QC-C,IATF 16949
QI-0056461,2024-11-14 11:00:00,M20,BUM-020,113,1,0.0091,PASS,尺寸不合格,QC-C,ISO 9001
QI-0056462,2024-07-17 14:00:00,M02,DRH-029,172,0,0.0029,PASS,,QC-D,ISO 9001
QI-0056463,2024-02-14 19:00:00,M25,DUO-018,129,1,0.0095,PASS,气泡,QC-B,客户标准
QI-0056464,2024-09-27 21:00:00,M28,LRB-001,136,1,0.0095,PASS,银纹,QC-D,ISO 9001
QI-0056465,2024-08-08 19:00:00,M07,VEN-010,197,0,0.0024,PASS,,QC-C,客户标准
QI-0056466,2024-10-25 10:00:00,M05,DRH-004,76,1,0.0212,PASS,气泡,QC-D,ISO 9001
QI-0056467,2025-02-21 01:00:00,M24,TLP-008,116,0,0.0064,PASS,,QC-D,IATF 16949
QI-0056468,2025-10-09 23:00:00,M09,CUP-017,198,2,0.012,PASS,飞边,QC-B,客户标准
QI-0056469,2026-04-11 23:00:00,M22,HND-006,154,5,0.0355,PASS,黑点,QC-D,客户标准
QI-0056470,2025-02-17 07:00:00,M27,LFR-014,123,0,0.0057,PASS,,QC-B,客户标准
QI-0056471,2025-04-18 17:00:00,M25,WLC-005,101,0,0.0018,PASS,,QC-A,ISO 9001
QI-0056472,2025-09-25 11:00:00,M09,VEN-016,70,0,0.0063,PASS,,QC-C,ISO 9001
QI-0056473,2024-10-08 01:00:00,M22,TLM-028,193,1,0.0053,PASS,尺寸不合格,QC-D,ISO 9001
QI-0056474,2026-04-01 17:00:00,M17,TLM-021,99,2,0.0211,PASS,银纹,QC-B,IATF 16949
QI-0056475,2024-10-11 02:00:00,M27,LFR-009,145,0,0.0054,PASS,,QC-A,ISO 9001
QI-0056476,2025-11-10 13:00:00,M07,VEN-002,55,1,0.0182,PASS,缩痕,QC-C,ISO 9001
QI-0056477,2025-11-08 00:00:00,M16,HND-002,136,0,0.0015,PASS,,QC-C,IATF 16949
QI-0056478,2025-01-10 17:00:00,M07,VEN-029,104,0,0.0023,PASS,,QC-A,IATF 16949
QI-0056479,2024-12-23 20:00:00,M20,BUM-001,121,0,0.0015,PASS,,QC-B,ISO 9001
QI-0056480,2025-02-02 23:00:00,M17,HND-001,48,1,0.0255,PASS,缩痕,QC-A,ISO 9001
QI-0056481,2025-09-25 09:00:00,M18,HND-004,123,3,0.031,PASS,黑点,QC-C,ISO 9001
QI-0056482,2025-01-19 12:00:00,M15,BUM-003,97,0,0.0062,PASS,,QC-B,ISO 9001
QI-0056483,2024-07-10 18:00:00,M24,WLC-011,89,0,0.0081,PASS,,QC-D,客户标准
QI-0056484,2025-01-05 07:00:00,M26,LRB-005,101,0,0.0095,PASS,,QC-C,IATF 16949
QI-0056485,2025-08-02 19:00:00,M05,VEN-025,90,0,0.0078,PASS,,QC-C,客户标准
QI-0056486,2026-02-25 15:00:00,M02,CUP-002,25,0,0.0134,PASS,,QC-B,客户标准
QI-0056487,2024-08-07 09:00:00,M25,WLC-005,81,0,0.0081,PASS,,QC-B,ISO 9001
QI-0056488,2025-09-04 13:00:00,M27,LFR-012,185,0,0.0021,PASS,,QC-C,IATF 16949
QI-0056489,2025-01-28 06:00:00,M06,CUP-024,102,0,0.0069,PASS,,QC-D,客户标准
QI-0056490,2024-02-26 06:00:00,M05,CUP-007,95,2,0.0268,FAIL,飞边,QC-C,ISO 9001
QI-0056491,2025-05-21 22:00:00,M28,LRB-020,54,0,0.0046,PASS,,QC-D,客户标准
QI-0056492,2024-10-22 20:00:00,M19,TLM-002,76,0,0.004,PASS,,QC-A,IATF 16949
QI-0056493,2024-12-23 04:00:00,M10,VEN-018,166,0,0.0029,PASS,,QC-D,ISO 9001
QI-0056494,2025-10-11 23:00:00,M28,LFR-002,26,0,0.0135,PASS,,QC-B,IATF 16949
QI-0056495,2024-11-02 20:00:00,M16,TLM-011,173,2,0.0137,FAIL,尺寸不合格,QC-B,IATF 16949
QI-0056496,2024-06-14 22:00:00,M12,CUP-007,174,1,0.0068,PASS,银纹,QC-B,ISO 9001
QI-0056497,2024-02-07 14:00:00,M10,VEN-022,154,0,0.0023,PASS,,QC-B,客户标准
QI-0056498,2026-02-14 11:00:00,M28,LRB-008,50,1,0.0285,PASS,气泡,QC-D,客户标准
QI-0056499,2025-08-26 23:00:00,M10,VEN-005,156,0,0.0025,PASS,,QC-B,ISO 9001
QI-0056500,2025-07-22 01:00:00,M13,CUP-011,146,1,0.0097,PASS,缺料,QC-B,ISO 9001
QI-0056501,2025-02-10 12:00:00,M23,WLC-025,63,0,0.0053,PASS,,QC-A,IATF 16949
QI-0056502,2025-07-04 01:00:00,M04,DRH-008,32,0,0.006,PASS,,QC-A,IATF 16949
QI-0056503,2024-01-20 17:00:00,M17,HND-020,47,1,0.0222,PASS,缩痕,QC-A,ISO 9001
QI-0056504,2026-01-13 03:00:00,M12,VEN-023,38,0,0.0096,PASS,,QC-A,ISO 9001
QI-0056505,2025-01-29 10:00:00,M22,BUM-009,88,0,0.0076,PASS,,QC-D,IATF 16949
QI-0056506,2025-01-01 03:00:00,M26,LRB-015,99,0,0.0034,PASS,,QC-A,IATF 16949
QI-0056507,2024-09-05 03:00:00,M12,VEN-002,174,7,0.0412,PASS,黑点,QC-C,客户标准
QI-0056508,2025-03-16 13:00:00,M24,WLC-021,79,1,0.0182,PASS,飞边,QC-C,客户标准
QI-0056509,2024-06-21 19:00:00,M18,BUM-028,152,2,0.0182,FAIL,缩痕,QC-A,ISO 9001
QI-0056510,2026-04-05 12:00:00,M16,TLM-022,59,0,0.002,PASS,,QC-B,IATF 16949
QI-0056511,2024-09-11 07:00:00,M19,BUM-006,193,1,0.0094,PASS,尺寸不合格,QC-D,ISO 9001
QI-0056512,2025-05-07 10:00:00,M20,TLM-005,200,1,0.007,PASS,色差,QC-B,IATF 16949
QI-0056513,2025-04-01 11:00:00,M20,BUM-002,200,2,0.01,PASS,黑点,QC-D,IATF 16949
QI-0056514,2024-07-01 02:00:00,M05,DRH-018,30,0,0.0077,PASS,,QC-B,客户标准
QI-0056515,2024-09-19 14:00:00,M12,CUP-001,112,0,0.0054,PASS,,QC-A,客户标准
QI-0056516,2025-09-03 13:00:00,M01,VEN-030,35,0,0.0037,PASS,,QC-D,IATF 16949
QI-0056517,2025-04-15 12:00:00,M27,LRB-021,80,1,0.0249,FAIL,色差,QC-A,客户标准
QI-0056518,2024-07-20 00:00:00,M22,TLM-009,125,0,0.0053,PASS,,QC-C,ISO 9001
QI-0056519,2025-03-25 05:00:00,M14,BUM-007,183,1,0.0057,PASS,黑点,QC-B,客户标准
QI-0056520,2024-06-11 01:00:00,M05,CUP-026,96,0,0.0087,PASS,,QC-C,客户标准
QI-0056521,2026-04-21 09:00:00,M15,HND-016,132,1,0.0122,FAIL,变形,QC-D,IATF 16949
QI-0056522,2024-12-28 10:00:00,M05,DRH-019,183,3,0.0194,PASS,银纹,QC-D,客户标准
QI-0056523,2025-12-14 11:00:00,M08,CUP-021,166,1,0.0103,PASS,飞边,QC-C,客户标准
QI-0056524,2025-09-02 04:00:00,M23,TLP-012,151,1,0.0097,PASS,气泡,QC-C,ISO 9001
QI-0056525,2024-11-10 19:00:00,M16,BUM-014,131,0,0.0044,PASS,,QC-D,IATF 16949
QI-0056526,2025-06-08 19:00:00,M17,TLM-026,175,2,0.0126,FAIL,银纹,QC-C,IATF 16949
QI-0056527,2024-12-26 02:00:00,M29,LRB-018,31,0,0.0173,PASS,,QC-A,ISO 9001
QI-0056528,2026-04-24 06:00:00,M06,CUP-022,42,0,0.0008,PASS,,QC-B,IATF 16949
QI-0056529,2024-02-24 12:00:00,M18,TLM-017,86,1,0.0147,PASS,银纹,QC-B,IATF 16949
QI-0056530,2025-08-12 01:00:00,M03,DRH-014,94,0,0.0073,PASS,,QC-A,客户标准
QI-0056531,2025-07-17 04:00:00,M28,LFR-009,147,1,0.0101,PASS,缩痕,QC-B,客户标准
QI-0056532,2026-02-27 07:00:00,M24,WLC-005,161,1,0.0071,PASS,熔接痕,QC-A,客户标准
QI-0056533,2024-08-27 07:00:00,M12,DRH-030,145,4,0.0292,PASS,银纹,QC-C,客户标准
QI-0056534,2024-03-05 15:00:00,M28,LRB-008,178,0,0.0047,PASS,,QC-B,ISO 9001
QI-0056535,2026-01-13 06:00:00,M09,CUP-004,198,3,0.0161,PASS,色差,QC-A,IATF 16949
QI-0056536,2024-05-05 10:00:00,M27,LRB-014,190,1,0.0078,FAIL,变形,QC-D,ISO 9001
QI-0056537,2025-07-19 05:00:00,M05,VEN-029,82,0,0.0031,PASS,,QC-B,IATF 16949
QI-0056538,2026-01-06 20:00:00,M14,HND-013,142,2,0.0161,PASS,色差,QC-A,IATF 16949
QI-0056539,2024-03-18 16:00:00,M19,BUM-025,40,0,0.0014,PASS,,QC-D,客户标准
QI-0056540,2025-06-18 21:00:00,M27,LRB-002,167,0,0.004,PASS,,QC-D,客户标准
QI-0056541,2025-10-29 20:00:00,M18,TLM-006,183,3,0.018,PASS,气泡,QC-D,IATF 16949
QI-0056542,2025-10-26 15:00:00,M01,DRH-017,179,2,0.0166,PASS,熔接痕,QC-A,IATF 16949
QI-0056543,2025-04-15 08:00:00,M03,CUP-005,192,1,0.0078,PASS,色差,QC-B,客户标准
QI-0056544,2025-04-02 15:00:00,M18,BUM-027,154,1,0.0114,PASS,色差,QC-C,IATF 16949
QI-0056545,2026-01-25 13:00:00,M26,LRB-009,196,2,0.0137,FAIL,色差,QC-C,客户标准
QI-0056546,2025-04-23 07:00:00,M16,TLM-026,137,1,0.0093,PASS,缺料,QC-C,ISO 9001
QI-0056547,2024-03-15 04:00:00,M03,VEN-007,121,0,0.0063,PASS,,QC-D,ISO 9001
QI-0056548,2024-08-13 02:00:00,M28,LRB-003,102,0,0.0096,PASS,,QC-A,IATF 16949
QI-0056549,2026-02-04 21:00:00,M27,LRB-003,68,0,0.0038,PASS,,QC-A,客户标准
QI-0056550,2025-06-12 18:00:00,M06,CUP-026,160,7,0.0441,PASS,色差,QC-C,IATF 16949
QI-0056551,2025-01-20 22:00:00,M29,LFR-016,62,0,0.0056,PASS,,QC-A,客户标准
QI-0056552,2026-04-19 19:00:00,M21,BUM-022,170,0,0.0016,PASS,,QC-A,IATF 16949
QI-0056553,2024-12-20 19:00:00,M29,LFR-018,104,0,0.0018,PASS,,QC-D,客户标准
QI-0056554,2024-09-10 05:00:00,M01,CUP-030,161,0,0.0009,PASS,,QC-C,ISO 9001
QI-0056555,2025-08-09 23:00:00,M15,TLM-006,151,0,0.0018,PASS,,QC-C,IATF 16949
QI-0056556,2025-12-30 23:00:00,M21,HND-010,61,2,0.0364,FAIL,飞边,QC-D,IATF 16949
QI-0056557,2025-04-04 16:00:00,M29,LRB-013,72,0,0.0066,PASS,,QC-D,ISO 9001
QI-0056558,2025-08-05 19:00:00,M17,BUM-023,157,1,0.0082,PASS,熔接痕,QC-D,客户标准
QI-0056559,2026-01-12 15:00:00,M18,BUM-018,63,0,0.0093,PASS,,QC-C,IATF 16949
QI-0056560,2025-05-12 20:00:00,M11,CUP-018,184,0,0.0012,PASS,,QC-C,客户标准
QI-0056561,2025-11-07 00:00:00,M05,VEN-024,51,0,0.009,PASS,,QC-A,ISO 9001
QI-0056562,2025-03-29 00:00:00,M10,DRH-004,87,0,0.0046,PASS,,QC-A,客户标准
QI-0056563,2025-09-09 15:00:00,M25,WLC-020,112,0,0.0014,PASS,,QC-D,ISO 9001
QI-0056564,2024-08-15 23:00:00,M03,DRH-003,54,1,0.0285,PASS,变形,QC-C,客户标准
QI-0056565,2026-01-20 10:00:00,M27,LRB-002,38,0,0.0009,PASS,,QC-C,客户标准
QI-0056566,2025-11-25 03:00:00,M09,DRH-010,196,2,0.0128,PASS,缺料,QC-D,客户标准
QI-0056567,2025-07-18 21:00:00,M23,WLC-007,65,1,0.0223,PASS,黑点,QC-A,IATF 16949
QI-0056568,2026-01-12 18:00:00,M01,VEN-002,59,1,0.0296,PASS,气泡,QC-A,ISO 9001
QI-0056569,2024-10-18 12:00:00,M29,LRB-013,66,0,0.0019,PASS,,QC-C,客户标准
QI-0056570,2025-05-21 02:00:00,M23,TLP-007,174,0,0.0016,PASS,,QC-A,客户标准
QI-0056571,2024-04-18 01:00:00,M16,BUM-002,148,0,0.0027,PASS,,QC-B,ISO 9001
QI-0056572,2025-10-23 20:00:00,M21,BUM-019,103,5,0.05,FAIL,飞边,QC-B,IATF 16949
QI-0056573,2025-10-20 02:00:00,M03,VEN-024,131,3,0.0298,PASS,变形,QC-C,IATF 16949
QI-0056574,2026-01-09 20:00:00,M19,BUM-002,82,0,0.0037,PASS,,QC-C,IATF 16949
QI-0056575,2025-02-15 15:00:00,M17,BUM-018,148,0,0.0065,PASS,,QC-A,ISO 9001
QI-0056576,2024-05-29 19:00:00,M29,LRB-021,175,1,0.0113,PASS,色差,QC-D,ISO 9001
QI-0056577,2026-01-15 07:00:00,M16,HND-017,24,0,0.0055,PASS,,QC-D,ISO 9001
QI-0056578,2024-07-15 23:00:00,M27,LRB-009,44,0,0.0082,PASS,,QC-A,IATF 16949
QI-0056579,2026-01-21 00:00:00,M19,HND-023,35,0,0.0217,PASS,,QC-B,ISO 9001
QI-0056580,2026-02-21 07:00:00,M16,BUM-001,50,0,0.0093,PASS,,QC-B,IATF 16949
QI-0056581,2025-11-05 18:00:00,M04,DRH-021,135,1,0.0116,PASS,缺料,QC-A,IATF 16949
QI-0056582,2025-05-05 20:00:00,M11,CUP-027,54,0,0.0182,PASS,,QC-B,IATF 16949
QI-0056583,2024-11-28 18:00:00,M17,TLM-008,97,1,0.0107,PASS,缺料,QC-B,ISO 9001
QI-0056584,2024-02-23 22:00:00,M08,DRH-009,71,0,0.0089,PASS,,QC-A,客户标准
QI-0056585,2024-01-17 14:00:00,M23,TLP-004,98,0,0.0017,PASS,,QC-B,ISO 9001
QI-0056586,2025-12-03 20:00:00,M22,TLM-018,121,0,0.005,PASS,,QC-B,ISO 9001
QI-0056587,2025-10-09 12:00:00,M15,HND-017,148,0,0.0065,PASS,,QC-B,客户标准
QI-0056588,2026-01-30 16:00:00,M19,TLM-002,35,0,0.0032,PASS,,QC-B,ISO 9001
QI-0056589,2025-05-28 06:00:00,M29,LFR-012,106,0,0.0029,PASS,,QC-C,ISO 9001
QI-0056590,2024-12-11 04:00:00,M20,HND-018,109,0,0.0028,PASS,,QC-C,ISO 9001
QI-0056591,2025-02-25 00:00:00,M23,TLP-015,147,0,0.0019,PASS,,QC-A,ISO 9001
QI-0056592,2024-04-05 02:00:00,M18,BUM-008,25,0,0.0037,PASS,,QC-B,ISO 9001
QI-0056593,2026-04-26 18:00:00,M03,CUP-026,122,0,0.0013,PASS,,QC-B,客户标准
QI-0056594,2024-11-30 23:00:00,M25,DUO-011,171,2,0.0141,PASS,缩痕,QC-C,IATF 16949
QI-0056595,2025-12-12 02:00:00,M29,LRB-011,113,0,0.0056,PASS,,QC-A,客户标准
QI-0056596,2024-06-23 18:00:00,M08,CUP-016,79,0,0.0017,PASS,,QC-D,IATF 16949
QI-0056597,2025-12-14 05:00:00,M07,VEN-002,178,0,0.0015,PASS,,QC-C,IATF 16949
QI-0056598,2024-08-14 17:00:00,M07,VEN-025,103,2,0.0275,FAIL,尺寸不合格,QC-C,ISO 9001
QI-0056599,2024-08-31 08:00:00,M10,VEN-016,159,0,0.0054,PASS,,QC-A,客户标准
QI-0056600,2025-11-02 15:00:00,M21,BUM-005,65,0,0.0113,PASS,,QC-B,ISO 9001
QI-0056601,2024-06-17 01:00:00,M20,TLM-011,27,0,0.0164,PASS,,QC-A,客户标准
QI-0056602,2024-04-11 06:00:00,M03,DRH-018,96,0,0.0037,PASS,,QC-A,客户标准
QI-0056603,2024-06-04 07:00:00,M08,VEN-007,161,1,0.0075,PASS,银纹,QC-A,客户标准
QI-0056604,2024-07-29 09:00:00,M28,LFR-004,124,0,0.0042,PASS,,QC-A,IATF 16949
QI-0056605,2025-01-31 19:00:00,M28,LFR-021,105,2,0.0209,PASS,变形,QC-C,客户标准
QI-0056606,2026-01-09 13:00:00,M12,DRH-020,149,1,0.0094,FAIL,缩痕,QC-B,IATF 16949
QI-0056607,2025-02-22 00:00:00,M06,VEN-001,26,0,0.0054,PASS,,QC-C,ISO 9001
QI-0056608,2024-04-02 08:00:00,M12,VEN-020,196,0,0.0042,PASS,,QC-D,IATF 16949
QI-0056609,2026-03-12 14:00:00,M23,TLP-018,171,4,0.0245,PASS,缩痕,QC-B,客户标准
QI-0056610,2026-03-10 15:00:00,M29,LRB-016,107,2,0.0257,PASS,飞边,QC-C,客户标准
QI-0056611,2024-05-19 21:00:00,M02,CUP-030,66,0,0.0033,PASS,,QC-D,客户标准
QI-0056612,2024-07-23 21:00:00,M10,CUP-020,160,1,0.009,PASS,气泡,QC-D,ISO 9001
QI-0056613,2024-02-08 18:00:00,M06,CUP-028,87,0,0.0046,PASS,,QC-A,客户标准
QI-0056614,2025-08-19 16:00:00,M15,TLM-017,25,0,0.0104,PASS,,QC-C,ISO 9001
QI-0056615,2024-07-10 20:00:00,M29,LRB-003,173,2,0.0124,PASS,黑点,QC-A,ISO 9001
QI-0056616,2024-03-18 18:00:00,M11,VEN-011,23,1,0.05,PASS,飞边,QC-B,ISO 9001
QI-0056617,2024-12-17 18:00:00,M22,TLM-017,106,3,0.0308,PASS,色差,QC-D,客户标准
QI-0056618,2025-11-21 19:00:00,M14,BUM-015,96,0,0.0104,PASS,,QC-B,ISO 9001
QI-0056619,2026-03-19 22:00:00,M10,CUP-018,162,0,0.0017,PASS,,QC-C,客户标准
QI-0056620,2025-11-05 10:00:00,M25,WLC-006,67,0,0.0043,PASS,,QC-C,IATF 16949
QI-0056621,2025-03-16 09:00:00,M23,TLP-010,37,0,0.004,PASS,,QC-B,客户标准
QI-0056622,2026-02-20 08:00:00,M27,LFR-022,187,2,0.016,PASS,缩痕,QC-C,IATF 16949
QI-0056623,2024-07-05 17:00:00,M04,DRH-015,174,1,0.0103,FAIL,飞边,QC-A,IATF 16949
QI-0056624,2024-08-19 09:00:00,M07,DRH-009,40,0,0.0212,PASS,,QC-D,ISO 9001
QI-0056625,2024-03-25 05:00:00,M29,LRB-008,192,2,0.0111,PASS,熔接痕,QC-B,IATF 16949
QI-0056626,2024-06-23 04:00:00,M25,WLC-019,183,0,0.0049,PASS,,QC-B,客户标准
QI-0056627,2024-10-26 19:00:00,M23,WLC-021,137,1,0.0142,FAIL,熔接痕,QC-D,IATF 16949
QI-0056628,2025-12-08 05:00:00,M06,DRH-006,188,0,0.0033,PASS,,QC-B,ISO 9001
QI-0056629,2026-01-02 11:00:00,M28,LFR-002,100,0,0.0085,PASS,,QC-D,IATF 16949
QI-0056630,2024-03-07 15:00:00,M20,BUM-017,83,0,0.0058,PASS,,QC-B,ISO 9001
QI-0056631,2024-04-23 21:00:00,M04,DRH-015,23,0,0.0221,PASS,,QC-A,IATF 16949
