shift_id,shift_date,shift_name,operator_id,operator_name,assigned_machines,effective_hours,overtime_hours,attended
SH-0029011,2025-08-28,白班,OP019,操作员19,M18;M14;M10,8.17,0.87,True
SH-0029012,2025-08-28,白班,OP004,操作员04,M24;M03,7.39,1.5,False
SH-0029013,2025-08-28,白班,OP006,操作员06,M03,7.18,1.04,True
SH-0029014,2025-08-28,白班,OP014,操作员14,M07,6.54,0.34,False
SH-0029015,2025-08-28,白班,OP035,操作员35,M06;M12,7.14,0.98,True
SH-0029016,2025-08-28,白班,OP025,操作员25,M26,6.62,1.21,False
SH-0029017,2025-08-28,白班,OP046,操作员46,M22;M23,7.86,1.15,True
SH-0029018,2025-08-28,白班,OP036,操作员36,M14;M23,6.98,0.45,True
SH-0029019,2025-08-28,白班,OP044,操作员44,M09,7.34,1.15,True
SH-0029020,2025-08-28,白班,OP046,操作员46,M14,7.36,1.64,True
SH-0029021,2025-08-28,白班,OP007,操作员07,M27,7.6,1.14,True
SH-0029022,2025-08-28,夜班,OP007,操作员07,M16,7.16,1.88,False
SH-0029023,2025-08-28,夜班,OP024,操作员24,M29;M04,7.39,0.5,True
SH-0029024,2025-08-28,夜班,OP031,操作员31,M06;M03,6.76,1.48,True
SH-0029025,2025-08-28,夜班,OP014,操作员14,M24;M02,7.46,1.08,False
SH-0029026,2025-08-28,夜班,OP029,操作员29,M18;M08;M17,7.37,1.87,True
SH-0029027,2025-08-28,夜班,OP033,操作员33,M14;M09;M03,7.66,0.14,False
SH-0029028,2025-08-28,夜班,OP026,操作员26,M11;M21;M04,7.84,0.51,True
SH-0029029,2025-08-28,夜班,OP042,操作员42,M22;M02,7.48,0.57,True
SH-0029030,2025-08-28,夜班,OP046,操作员46,M22,6.52,1.66,True
SH-0029031,2025-08-28,夜班,OP033,操作员33,M23;M03;M07,6.57,0.62,False
SH-0029032,2025-08-28,夜班,OP009,操作员09,M28;M11,8.19,0.95,True
SH-0029033,2025-08-28,夜班,OP025,操作员25,M28,6.8,1.75,True
SH-0029034,2025-08-28,晚班,OP042,操作员42,M16;M25,6.92,0.25,True
SH-0029035,2025-08-28,晚班,OP004,操作员04,M08;M17,7.23,0.71,True
SH-0029036,2025-08-28,晚班,OP020,操作员20,M13;M23;M02,7.14,0.3,True
SH-0029037,2025-08-28,晚班,OP013,操作员13,M23;M20,7.86,1.06,False
SH-0029038,2025-08-28,晚班,OP002,操作员02,M13;M07;M19,6.53,1.54,True
SH-0029039,2025-08-28,晚班,OP042,操作员42,M29;M11,6.56,1.57,True
SH-0029040,2025-08-28,晚班,OP024,操作员24,M02;M09,7.2,0.04,True
SH-0029041,2025-08-28,晚班,OP030,操作员30,M14;M22;M27,7.28,0.83,False
SH-0029042,2025-08-28,晚班,OP016,操作员16,M05,8.36,1.66,True
SH-0029043,2025-08-28,晚班,OP002,操作员02,M09;M11,7.66,1.78,True
SH-0029044,2025-08-28,晚班,OP030,操作员30,M18;M12,6.84,1.11,True
SH-0029045,2025-08-28,晚班,OP013,操作员13,M08;M18,8.47,1.52,True
SH-0029046,2025-08-28,晚班,OP035,操作员35,M25;M16,7.56,0.04,False
SH-0029047,2025-08-28,晚班,OP047,操作员47,M20;M10;M05,7.87,0.88,True
SH-0029048,2025-08-28,晚班,OP021,操作员21,M08,7.42,1.52,True
SH-0029049,2025-08-29,白班,OP007,操作员07,M10,7.35,0.03,True
SH-0029050,2025-08-29,白班,OP022,操作员22,M22,8.21,1.73,True
SH-0029051,2025-08-29,白班,OP010,操作员10,M23,7.36,0.95,True
SH-0029052,2025-08-29,白班,OP018,操作员18,M20,8.12,1.47,True
SH-0029053,2025-08-29,白班,OP009,操作员09,M02,7.24,0.99,True
SH-0029054,2025-08-29,白班,OP047,操作员47,M10,8.04,1.79,True
SH-0029055,2025-08-29,白班,OP038,操作员38,M29;M06,8.02,0.49,True
SH-0029056,2025-08-29,白班,OP024,操作员24,M02;M04;M09,8.02,0.04,True
SH-0029057,2025-08-29,白班,OP002,操作员02,M16,7.27,1.28,True
SH-0029058,2025-08-29,白班,OP010,操作员10,M07;M02,7.94,1.6,True
SH-0029059,2025-08-29,白班,OP019,操作员19,M19,6.98,1.55,True
SH-0029060,2025-08-29,白班,OP037,操作员37,M10;M06;M04,6.64,1.25,True
SH-0029061,2025-08-29,白班,OP045,操作员45,M25;M12;M07,7.02,1.81,True
SH-0029062,2025-08-29,夜班,OP040,操作员40,M04;M10,8.22,0.41,True
SH-0029063,2025-08-29,夜班,OP022,操作员22,M05;M14,8.37,1.07,True
SH-0029064,2025-08-29,夜班,OP020,操作员20,M17;M11,8.12,0.55,True
SH-0029065,2025-08-29,夜班,OP015,操作员15,M04,6.94,1.88,True
SH-0029066,2025-08-29,夜班,OP041,操作员41,M15;M25,7.02,1.03,True
SH-0029067,2025-08-29,夜班,OP044,操作员44,M11,7.37,0.66,True
SH-0029068,2025-08-29,夜班,OP018,操作员18,M28,8.1,1.98,True
SH-0029069,2025-08-29,夜班,OP001,操作员01,M20;M17;M23,8.22,0.23,True
SH-0029070,2025-08-29,夜班,OP031,操作员31,M20,7.47,1.07,True
SH-0029071,2025-08-29,夜班,OP030,操作员30,M15;M09;M06,8.31,1.21,False
SH-0029072,2025-08-29,夜班,OP045,操作员45,M18;M05;M15,8.18,1.7,True
SH-0029073,2025-08-29,夜班,OP008,操作员08,M10;M21,8.46,1.13,False
SH-0029074,2025-08-29,夜班,OP018,操作员18,M05;M25;M17,7.67,1.46,True
SH-0029075,2025-08-29,夜班,OP021,操作员21,M08;M02,7.36,1.58,True
SH-0029076,2025-08-29,夜班,OP015,操作员15,M24,7.31,1.52,True
SH-0029077,2025-08-29,晚班,OP016,操作员16,M04;M24;M26,7.03,0.82,True
SH-0029078,2025-08-29,晚班,OP012,操作员12,M10;M14,7.87,0.8,True
SH-0029079,2025-08-29,晚班,OP016,操作员16,M15;M17;M09,6.52,1.87,True
SH-0029080,2025-08-29,晚班,OP019,操作员19,M09;M28;M29,7.76,0.14,False
SH-0029081,2025-08-29,晚班,OP005,操作员05,M20,6.64,0.33,True
SH-0029082,2025-08-29,晚班,OP024,操作员24,M02,6.95,0.36,True
SH-0029083,2025-08-29,晚班,OP046,操作员46,M04;M09;M08,7.08,1.58,False
SH-0029084,2025-08-29,晚班,OP017,操作员17,M13;M10,7.56,0.77,False
SH-0029085,2025-08-29,晚班,OP028,操作员28,M20,6.84,1.94,True
SH-0029086,2025-08-29,晚班,OP042,操作员42,M13;M19;M01,7.44,1.48,True
SH-0029087,2025-08-29,晚班,OP023,操作员23,M19,7.86,0.22,True
SH-0029088,2025-08-29,晚班,OP018,操作员18,M28;M29,7.13,0.09,True
SH-0029089,2025-08-29,晚班,OP009,操作员09,M23;M27;M19,6.84,1.29,True
SH-0029090,2025-08-29,晚班,OP020,操作员20,M23;M22,8.28,1.39,True
SH-0029091,2025-08-30,白班,OP028,操作员28,M18;M21;M01,7.22,0.73,True
SH-0029092,2025-08-30,白班,OP041,操作员41,M18,8.45,1.53,False
SH-0029093,2025-08-30,白班,OP028,操作员28,M19;M25;M05,8.09,1.3,True
SH-0029094,2025-08-30,白班,OP005,操作员05,M19;M05,8.42,1.8,True
SH-0029095,2025-08-30,白班,OP038,操作员38,M19;M24;M29,7.81,1.05,False
SH-0029096,2025-08-30,白班,OP003,操作员03,M24;M03,7.33,0.65,True
SH-0029097,2025-08-30,白班,OP047,操作员47,M10;M24,7.48,0.77,True
SH-0029098,2025-08-30,白班,OP043,操作员43,M11,7.84,1.02,True
SH-0029099,2025-08-30,白班,OP043,操作员43,M15;M25;M24,7.63,1.53,True
SH-0029100,2025-08-30,白班,OP025,操作员25,M07,7.4,0.92,True
SH-0029101,2025-08-30,白班,OP032,操作员32,M29;M07,6.54,1.8,False
SH-0029102,2025-08-30,白班,OP042,操作员42,M29;M02,8.42,0.61,True
SH-0029103,2025-08-30,白班,OP022,操作员22,M01;M13,7.15,0.27,True
SH-0029104,2025-08-30,白班,OP039,操作员39,M20;M12,8.38,1.37,False
SH-0029105,2025-08-30,白班,OP004,操作员04,M29;M25;M20,8.08,0.78,False
SH-0029106,2025-08-30,白班,OP047,操作员47,M08;M24,7.25,0.11,True
SH-0029107,2025-08-30,白班,OP010,操作员10,M22,6.92,0.35,False
SH-0029108,2025-08-30,白班,OP029,操作员29,M13;M23,7.35,0.03,True
SH-0029109,2025-08-30,白班,OP039,操作员39,M25,7.03,0.39,True
SH-0029110,2025-08-30,夜班,OP016,操作员16,M15,7.49,1.54,True
SH-0029111,2025-08-30,夜班,OP030,操作员30,M20,7.18,1.15,False
SH-0029112,2025-08-30,夜班,OP019,操作员19,M10;M27;M23,7.84,1.5,True
SH-0029113,2025-08-30,夜班,OP027,操作员27,M12,8.21,0.54,True
SH-0029114,2025-08-30,夜班,OP008,操作员08,M15;M18,7.08,1.62,False
SH-0029115,2025-08-30,夜班,OP006,操作员06,M09;M22,6.97,0.63,True
SH-0029116,2025-08-30,夜班,OP015,操作员15,M14;M04,7.41,0.81,True
SH-0029117,2025-08-30,夜班,OP041,操作员41,M11;M07,6.64,0.42,False
SH-0029118,2025-08-30,夜班,OP033,操作员33,M19,8.31,0.06,True
SH-0029119,2025-08-30,夜班,OP039,操作员39,M13;M10,8.08,1.77,False
SH-0029120,2025-08-30,夜班,OP006,操作员06,M25;M27,7.93,0.35,True
SH-0029121,2025-08-30,夜班,OP031,操作员31,M01;M16;M14,8.31,0.98,True
SH-0029122,2025-08-30,晚班,OP026,操作员26,M28;M26;M01,7.48,0.25,False
SH-0029123,2025-08-30,晚班,OP041,操作员41,M24;M19;M09,7.1,0.86,True
SH-0029124,2025-08-30,晚班,OP017,操作员17,M07,6.51,0.1,True
SH-0029125,2025-08-30,晚班,OP041,操作员41,M01;M05,8.27,0.77,True
SH-0029126,2025-08-30,晚班,OP002,操作员02,M08,7.99,0.38,True
SH-0029127,2025-08-30,晚班,OP046,操作员46,M22;M23;M19,7.46,0.19,True
SH-0029128,2025-08-30,晚班,OP044,操作员44,M28;M16,8.1,1.51,True
SH-0029129,2025-08-30,晚班,OP037,操作员37,M04,7.49,1.7,False
SH-0029130,2025-08-30,晚班,OP025,操作员25,M27,7.69,0.34,True
SH-0029131,2025-08-30,晚班,OP024,操作员24,M04;M03;M23,6.66,0.33,False
SH-0029132,2025-08-30,晚班,OP019,操作员19,M29;M19,8.42,0.48,False
SH-0029133,2025-08-30,晚班,OP044,操作员44,M07;M02;M24,7.48,0.85,True
SH-0029134,2025-08-30,晚班,OP027,操作员27,M26;M17,7.58,0.67,True
SH-0029135,2025-08-30,晚班,OP044,操作员44,M28;M18;M21,6.73,1.19,True
SH-0029136,2025-08-30,晚班,OP036,操作员36,M16;M23,7.02,0.12,False
SH-0029137,2025-08-30,晚班,OP042,操作员42,M10;M25;M08,8.24,0.82,True
SH-0029138,2025-08-30,晚班,OP005,操作员05,M03;M11;M06,6.75,0.46,True
SH-0029139,2025-08-30,晚班,OP048,操作员48,M05;M27,6.92,0.47,True
SH-0029140,2025-08-30,晚班,OP031,操作员31,M09,7.88,0.82,False
SH-0029141,2025-08-30,晚班,OP010,操作员10,M14,6.92,1.64,True
SH-0029142,2025-08-31,白班,OP001,操作员01,M11;M05,8.32,1.39,True
SH-0029143,2025-08-31,白班,OP012,操作员12,M23;M05,8.26,1.12,False
SH-0029144,2025-08-31,白班,OP031,操作员31,M02;M29;M21,6.5,1.26,True
SH-0029145,2025-08-31,白班,OP030,操作员30,M08;M23;M06,7.52,0.25,False
SH-0029146,2025-08-31,白班,OP021,操作员21,M01;M27;M17,7.05,1.44,False
SH-0029147,2025-08-31,白班,OP019,操作员19,M15,7.4,0.86,False
SH-0029148,2025-08-31,白班,OP036,操作员36,M27;M02,7.1,0.26,True
SH-0029149,2025-08-31,白班,OP002,操作员02,M01,7.19,1.69,True
SH-0029150,2025-08-31,白班,OP032,操作员32,M10,7.27,1.33,True
SH-0029151,2025-08-31,白班,OP047,操作员47,M08;M16,6.93,1.5,True
SH-0029152,2025-08-31,白班,OP044,操作员44,M25;M17,6.77,0.87,True
SH-0029153,2025-08-31,白班,OP005,操作员05,M29;M27,7.39,1.9,False
SH-0029154,2025-08-31,白班,OP032,操作员32,M18;M01;M04,7.5,0.17,True
SH-0029155,2025-08-31,白班,OP045,操作员45,M05;M22,6.56,0.43,True
SH-0029156,2025-08-31,白班,OP034,操作员34,M28;M10,7.17,1.49,False
SH-0029157,2025-08-31,白班,OP031,操作员31,M21;M09;M15,8.1,1.99,True
SH-0029158,2025-08-31,夜班,OP016,操作员16,M29;M12,7.4,1.18,True
SH-0029159,2025-08-31,夜班,OP007,操作员07,M07,7.63,0.48,False
SH-0029160,2025-08-31,夜班,OP032,操作员32,M07;M04;M11,6.88,1.39,True
SH-0029161,2025-08-31,夜班,OP042,操作员42,M29;M15;M12,7.63,0.97,False
SH-0029162,2025-08-31,夜班,OP038,操作员38,M25;M01,6.71,1.93,True
SH-0029163,2025-08-31,夜班,OP002,操作员02,M27;M09,7.6,0.17,True
SH-0029164,2025-08-31,夜班,OP027,操作员27,M23,7.96,1.58,True
SH-0029165,2025-08-31,夜班,OP036,操作员36,M12;M28,6.64,1.29,True
SH-0029166,2025-08-31,夜班,OP027,操作员27,M16;M22;M28,7.3,0.66,True
SH-0029167,2025-08-31,夜班,OP023,操作员23,M22;M16,7.32,0.35,True
SH-0029168,2025-08-31,夜班,OP029,操作员29,M08,6.93,0.8,True
SH-0029169,2025-08-31,夜班,OP029,操作员29,M13;M25,7.32,1.56,False
SH-0029170,2025-08-31,夜班,OP004,操作员04,M24,8.22,1.78,True
SH-0029171,2025-08-31,夜班,OP028,操作员28,M17;M28,7.81,1.03,True
SH-0029172,2025-08-31,晚班,OP005,操作员05,M25,8.12,0.12,True
SH-0029173,2025-08-31,晚班,OP007,操作员07,M28;M09;M12,6.88,0.6,True
SH-0029174,2025-08-31,晚班,OP042,操作员42,M08;M06,8.12,0.68,False
SH-0029175,2025-08-31,晚班,OP017,操作员17,M28;M16;M17,7.01,0.16,True
SH-0029176,2025-08-31,晚班,OP043,操作员43,M27;M04;M06,7.26,1.99,False
SH-0029177,2025-08-31,晚班,OP012,操作员12,M16,6.55,1.82,True
SH-0029178,2025-08-31,晚班,OP017,操作员17,M26,7.86,0.02,True
SH-0029179,2025-08-31,晚班,OP004,操作员04,M02;M16,7.15,1.28,True
SH-0029180,2025-08-31,晚班,OP002,操作员02,M18;M19,8.21,0.16,True
SH-0029181,2025-08-31,晚班,OP011,操作员11,M21;M28;M02,6.74,1.66,True
SH-0029182,2025-08-31,晚班,OP033,操作员33,M26;M15;M18,6.5,1.23,True
SH-0029183,2025-08-31,晚班,OP032,操作员32,M19;M10,6.56,1.12,True
SH-0029184,2025-08-31,晚班,OP048,操作员48,M20;M22,7.29,0.84,True
SH-0029185,2025-08-31,晚班,OP043,操作员43,M26;M13,6.61,1.74,True
SH-0029186,2025-08-31,晚班,OP011,操作员11,M20,6.73,1.38,True
SH-0029187,2025-08-31,晚班,OP002,操作员02,M20;M12,7.5,0.64,False
SH-0029188,2025-09-01,白班,OP001,操作员01,M06;M28,6.6,1.18,True
SH-0029189,2025-09-01,白班,OP046,操作员46,M17,7.78,1.33,True
SH-0029190,2025-09-01,白班,OP031,操作员31,M24,6.55,0.39,True
SH-0029191,2025-09-01,白班,OP039,操作员39,M02;M07,8.42,0.46,True
SH-0029192,2025-09-01,白班,OP013,操作员13,M20;M25,6.51,1.87,True
SH-0029193,2025-09-01,白班,OP043,操作员43,M28;M08,8.41,0.46,True
SH-0029194,2025-09-01,白班,OP004,操作员04,M09,8.23,1.36,True
SH-0029195,2025-09-01,白班,OP047,操作员47,M06;M29,8.09,0.04,True
SH-0029196,2025-09-01,白班,OP017,操作员17,M16;M22;M28,8.14,1.11,True
SH-0029197,2025-09-01,白班,OP035,操作员35,M23,8.5,0.34,True
SH-0029198,2025-09-01,白班,OP017,操作员17,M21;M06,7.88,0.51,True
SH-0029199,2025-09-01,白班,OP017,操作员17,M19;M21,7.17,1.7,True
SH-0029200,2025-09-01,白班,OP015,操作员15,M29;M23,6.79,0.47,True
SH-0029201,2025-09-01,白班,OP007,操作员07,M08;M07;M02,7.84,1.79,True
SH-0029202,2025-09-01,白班,OP044,操作员44,M22;M21;M02,8.28,1.45,True
SH-0029203,2025-09-01,白班,OP020,操作员20,M01;M06,7.82,1.48,False
SH-0029204,2025-09-01,白班,OP026,操作员26,M12;M17;M11,7.47,1.52,True
SH-0029205,2025-09-01,白班,OP043,操作员43,M20,7.57,0.93,True
SH-0029206,2025-09-01,夜班,OP042,操作员42,M25;M29,7.3,1.01,True
SH-0029207,2025-09-01,夜班,OP008,操作员08,M25;M28,6.71,0.83,True
SH-0029208,2025-09-01,夜班,OP022,操作员22,M23;M02,8.42,0.33,True
SH-0029209,2025-09-01,夜班,OP013,操作员13,M23,6.75,1.04,False
SH-0029210,2025-09-01,夜班,OP003,操作员03,M07;M09;M19,7.91,1.85,False
SH-0029211,2025-09-01,夜班,OP047,操作员47,M22,6.74,1.91,True
SH-0029212,2025-09-01,夜班,OP042,操作员42,M13;M24;M23,7.58,0.04,True
SH-0029213,2025-09-01,夜班,OP025,操作员25,M21;M23,8.05,0.52,True
SH-0029214,2025-09-01,夜班,OP040,操作员40,M27;M16,7.32,0.55,True
SH-0029215,2025-09-01,夜班,OP044,操作员44,M01;M19;M06,7.82,0.92,True
SH-0029216,2025-09-01,夜班,OP030,操作员30,M03;M16;M11,7.82,1.21,True
SH-0029217,2025-09-01,夜班,OP015,操作员15,M14;M06,7.44,0.59,True
SH-0029218,2025-09-01,夜班,OP009,操作员09,M19;M25,8.12,1.22,True
SH-0029219,2025-09-01,晚班,OP005,操作员05,M03;M01,8.42,1.86,True
SH-0029220,2025-09-01,晚班,OP037,操作员37,M21;M07,8.0,0.93,True
SH-0029221,2025-09-01,晚班,OP030,操作员30,M18;M17,8.01,1.38,True
SH-0029222,2025-09-01,晚班,OP008,操作员08,M07;M13;M12,8.46,0.15,True
SH-0029223,2025-09-01,晚班,OP041,操作员41,M13,6.93,1.71,True
SH-0029224,2025-09-01,晚班,OP047,操作员47,M01;M08;M26,7.66,1.9,True
SH-0029225,2025-09-01,晚班,OP030,操作员30,M20;M07;M02,7.96,1.87,True
SH-0029226,2025-09-01,晚班,OP012,操作员12,M16,8.37,1.4,True
SH-0029227,2025-09-01,晚班,OP022,操作员22,M23,7.6,1.1,False
SH-0029228,2025-09-01,晚班,OP016,操作员16,M26;M19,8.1,0.13,True
SH-0029229,2025-09-01,晚班,OP039,操作员39,M03,7.61,1.81,False
SH-0029230,2025-09-01,晚班,OP023,操作员23,M14,6.58,1.4,True
SH-0029231,2025-09-01,晚班,OP001,操作员01,M26;M19;M17,7.97,1.09,True
SH-0029232,2025-09-01,晚班,OP003,操作员03,M15,7.51,0.6,False
SH-0029233,2025-09-01,晚班,OP001,操作员01,M09,6.5,0.19,True
SH-0029234,2025-09-01,晚班,OP034,操作员34,M04,7.42,0.44,True
SH-0029235,2025-09-01,晚班,OP015,操作员15,M09,8.42,0.31,False
SH-0029236,2025-09-02,白班,OP024,操作员24,M19,8.12,1.02,True
SH-0029237,2025-09-02,白班,OP002,操作员02,M23,7.79,0.88,True
SH-0029238,2025-09-02,白班,OP014,操作员14,M11;M02,7.74,0.63,True
SH-0029239,2025-09-02,白班,OP028,操作员28,M22;M12;M27,6.9,1.58,True
SH-0029240,2025-09-02,白班,OP036,操作员36,M27;M13;M20,7.8,1.08,False
SH-0029241,2025-09-02,白班,OP030,操作员30,M10;M18;M04,7.9,0.57,True
SH-0029242,2025-09-02,白班,OP026,操作员26,M21;M16,7.29,0.08,True
SH-0029243,2025-09-02,白班,OP005,操作员05,M06;M12;M10,7.19,1.49,False
SH-0029244,2025-09-02,白班,OP013,操作员13,M19;M12,8.41,1.2,False
SH-0029245,2025-09-02,白班,OP020,操作员20,M29;M09;M22,7.39,0.71,True
SH-0029246,2025-09-02,白班,OP030,操作员30,M05;M04;M28,8.14,1.85,True
SH-0029247,2025-09-02,白班,OP048,操作员48,M21,7.71,1.52,True
SH-0029248,2025-09-02,夜班,OP027,操作员27,M08;M03;M22,8.27,0.38,True
SH-0029249,2025-09-02,夜班,OP027,操作员27,M03,8.23,1.21,True
SH-0029250,2025-09-02,夜班,OP028,操作员28,M23,7.03,1.92,True
SH-0029251,2025-09-02,夜班,OP020,操作员20,M23;M10;M03,7.83,0.66,False
SH-0029252,2025-09-02,夜班,OP027,操作员27,M14;M15;M19,7.89,0.31,True
SH-0029253,2025-09-02,夜班,OP017,操作员17,M16;M14,8.35,1.25,True
SH-0029254,2025-09-02,夜班,OP033,操作员33,M12,8.21,1.66,False
SH-0029255,2025-09-02,夜班,OP028,操作员28,M02;M29;M26,7.77,0.41,True
SH-0029256,2025-09-02,夜班,OP020,操作员20,M06;M28;M12,8.25,0.11,True
SH-0029257,2025-09-02,夜班,OP002,操作员02,M22;M26;M18,6.83,1.21,True
SH-0029258,2025-09-02,夜班,OP033,操作员33,M10;M17;M09,8.34,0.23,True
SH-0029259,2025-09-02,夜班,OP009,操作员09,M24,8.44,1.13,True
SH-0029260,2025-09-02,夜班,OP012,操作员12,M15,8.26,1.52,True
SH-0029261,2025-09-02,夜班,OP036,操作员36,M24;M23;M18,8.05,1.42,True
SH-0029262,2025-09-02,夜班,OP030,操作员30,M21,6.56,0.97,True
SH-0029263,2025-09-02,夜班,OP003,操作员03,M14,6.91,1.03,False
SH-0029264,2025-09-02,晚班,OP015,操作员15,M15;M12,6.67,0.64,True
SH-0029265,2025-09-02,晚班,OP007,操作员07,M03;M08,6.99,0.72,True
SH-0029266,2025-09-02,晚班,OP029,操作员29,M20;M16,7.53,0.38,True
SH-0029267,2025-09-02,晚班,OP002,操作员02,M23;M13;M25,7.68,1.18,True
SH-0029268,2025-09-02,晚班,OP040,操作员40,M17,7.84,0.8,True
SH-0029269,2025-09-02,晚班,OP002,操作员02,M12;M17,8.04,0.01,True
SH-0029270,2025-09-02,晚班,OP007,操作员07,M21,7.68,1.28,False
SH-0029271,2025-09-02,晚班,OP013,操作员13,M10;M13;M24,8.15,0.91,True
SH-0029272,2025-09-02,晚班,OP037,操作员37,M10;M18;M14,6.88,0.07,True
SH-0029273,2025-09-02,晚班,OP001,操作员01,M29,6.65,0.71,True
SH-0029274,2025-09-02,晚班,OP005,操作员05,M11,7.67,1.54,True
SH-0029275,2025-09-02,晚班,OP042,操作员42,M24,7.19,1.86,True
SH-0029276,2025-09-02,晚班,OP005,操作员05,M02;M20,8.49,1.94,True
SH-0029277,2025-09-03,白班,OP029,操作员29,M13;M27,7.0,0.89,True
SH-0029278,2025-09-03,白班,OP046,操作员46,M20,8.46,0.13,False
SH-0029279,2025-09-03,白班,OP011,操作员11,M23,8.38,0.19,True
SH-0029280,2025-09-03,白班,OP001,操作员01,M05;M19;M21,7.0,0.98,True
SH-0029281,2025-09-03,白班,OP003,操作员03,M06;M03;M15,7.24,0.82,True
SH-0029282,2025-09-03,白班,OP016,操作员16,M19;M11;M25,7.44,1.2,False
SH-0029283,2025-09-03,白班,OP006,操作员06,M13;M12,7.3,1.5,True
SH-0029284,2025-09-03,白班,OP044,操作员44,M26,7.77,1.57,True
SH-0029285,2025-09-03,白班,OP036,操作员36,M05,7.18,1.54,True
SH-0029286,2025-09-03,白班,OP038,操作员38,M08,6.99,1.42,False
SH-0029287,2025-09-03,白班,OP006,操作员06,M25;M05,6.92,1.23,True
SH-0029288,2025-09-03,白班,OP012,操作员12,M25;M12,6.8,1.88,True
SH-0029289,2025-09-03,白班,OP037,操作员37,M28;M09;M03,8.37,1.64,False
SH-0029290,2025-09-03,夜班,OP046,操作员46,M20,6.97,1.3,True
SH-0029291,2025-09-03,夜班,OP016,操作员16,M10,7.07,0.82,True
SH-0029292,2025-09-03,夜班,OP036,操作员36,M17;M07;M29,7.13,0.03,True
SH-0029293,2025-09-03,夜班,OP026,操作员26,M15,6.65,1.08,False
SH-0029294,2025-09-03,夜班,OP026,操作员26,M18;M16;M07,6.66,0.02,False
SH-0029295,2025-09-03,夜班,OP029,操作员29,M10;M02;M26,7.91,0.68,True
SH-0029296,2025-09-03,夜班,OP041,操作员41,M27,6.9,1.63,True
SH-0029297,2025-09-03,夜班,OP003,操作员03,M06,7.5,0.31,True
SH-0029298,2025-09-03,夜班,OP036,操作员36,M03,7.77,0.57,False
SH-0029299,2025-09-03,夜班,OP040,操作员40,M02,7.28,0.78,True
SH-0029300,2025-09-03,夜班,OP020,操作员20,M24;M18;M14,7.55,1.07,True
SH-0029301,2025-09-03,夜班,OP003,操作员03,M21;M19,6.66,1.69,True
SH-0029302,2025-09-03,夜班,OP015,操作员15,M05;M16,6.64,0.38,True
SH-0029303,2025-09-03,夜班,OP037,操作员37,M03;M22;M12,7.65,1.21,True
SH-0029304,2025-09-03,晚班,OP007,操作员07,M03;M01,7.31,1.0,True
SH-0029305,2025-09-03,晚班,OP003,操作员03,M06;M12;M05,7.41,0.9,True
SH-0029306,2025-09-03,晚班,OP048,操作员48,M11;M13;M17,6.5,0.64,True
SH-0029307,2025-09-03,晚班,OP037,操作员37,M09,8.47,1.97,True
SH-0029308,2025-09-03,晚班,OP044,操作员44,M29;M26;M18,7.88,0.18,True
SH-0029309,2025-09-03,晚班,OP017,操作员17,M05,8.09,0.33,False
SH-0029310,2025-09-03,晚班,OP048,操作员48,M15;M21;M27,7.55,1.95,False
SH-0029311,2025-09-03,晚班,OP033,操作员33,M21,8.41,0.64,True
SH-0029312,2025-09-03,晚班,OP017,操作员17,M25;M17;M06,6.99,1.2,True
SH-0029313,2025-09-03,晚班,OP037,操作员37,M24;M23;M07,7.48,1.69,True
SH-0029314,2025-09-03,晚班,OP044,操作员44,M22,7.69,1.34,False
SH-0029315,2025-09-03,晚班,OP012,操作员12,M11;M05;M21,7.02,1.77,True
SH-0029316,2025-09-03,晚班,OP010,操作员10,M16;M01,8.37,0.95,False
SH-0029317,2025-09-03,晚班,OP031,操作员31,M11,7.89,1.4,True
SH-0029318,2025-09-03,晚班,OP017,操作员17,M20;M02,7.31,1.8,True
SH-0029319,2025-09-03,晚班,OP021,操作员21,M01;M23;M22,7.48,0.58,True
SH-0029320,2025-09-03,晚班,OP047,操作员47,M15;M01,7.49,1.11,True
SH-0029321,2025-09-03,晚班,OP043,操作员43,M26,6.52,1.04,True
SH-0029322,2025-09-04,白班,OP006,操作员06,M08,7.32,0.72,True
SH-0029323,2025-09-04,白班,OP005,操作员05,M11;M23;M17,8.41,0.14,True
SH-0029324,2025-09-04,白班,OP007,操作员07,M22,8.34,1.38,True
SH-0029325,2025-09-04,白班,OP030,操作员30,M12;M14;M23,7.08,1.89,True
SH-0029326,2025-09-04,白班,OP023,操作员23,M02;M25;M01,8.32,0.2,True
SH-0029327,2025-09-04,白班,OP041,操作员41,M18,7.19,0.9,False
SH-0029328,2025-09-04,白班,OP011,操作员11,M24;M07;M15,6.74,1.33,True
SH-0029329,2025-09-04,白班,OP045,操作员45,M27;M28;M07,6.84,0.56,False
SH-0029330,2025-09-04,白班,OP003,操作员03,M09;M16;M22,7.71,1.71,True
SH-0029331,2025-09-04,白班,OP043,操作员43,M04,6.71,0.12,True
SH-0029332,2025-09-04,白班,OP020,操作员20,M12;M22,7.84,1.18,True
SH-0029333,2025-09-04,白班,OP030,操作员30,M10;M22;M09,6.81,0.75,True
SH-0029334,2025-09-04,白班,OP039,操作员39,M01;M15,7.91,1.31,True
SH-0029335,2025-09-04,白班,OP040,操作员40,M18;M07,6.62,1.8,False
SH-0029336,2025-09-04,白班,OP043,操作员43,M10,7.46,0.32,True
SH-0029337,2025-09-04,白班,OP033,操作员33,M05;M13;M10,6.99,1.85,True
