record_id,record_time,machine_id,sku,material_type,qty_produced,theoretical_weight_kg,actual_consumption_kg,waste_rate_pct,material_source,material_cost_yuan
MC-0043079,2024-05-15 12:00:00,M25,WLC-022,TPE,164,99.933,113.981,14.06,新料,1331.04
MC-0043080,2025-09-06 11:00:00,M04,DRH-012,ABS,519,412.635,472.887,14.6,新料,11523.56
MC-0043081,2025-02-15 17:00:00,M18,BUM-027,POM,110,42.442,44.526,4.91,回料,1237.0
MC-0043082,2025-03-22 10:00:00,M07,VEN-008,TPE,111,83.152,95.439,14.78,回料,2898.7
MC-0043083,2024-04-14 12:00:00,M27,LRB-013,PP-GF20,484,325.683,382.677,17.5,混料,7019.41
MC-0043084,2025-08-24 16:00:00,M21,TLM-022,PA6,497,288.461,306.976,6.42,新料,5426.76
MC-0043085,2025-10-09 15:00:00,M03,DRH-011,PC/ABS,544,362.079,369.356,2.01,新料,5420.22
MC-0043086,2024-03-18 17:00:00,M01,DRH-022,PA66,854,257.113,270.391,5.16,混料,8510.72
MC-0043087,2024-10-25 10:00:00,M16,TLM-027,TPE,146,15.745,18.567,17.92,新料,542.01
MC-0043088,2025-07-06 17:00:00,M14,HND-015,PA66,421,232.556,249.088,7.11,新料,6340.83
MC-0043089,2024-10-15 10:00:00,M28,LFR-021,PA66,500,424.721,485.287,14.26,混料,15043.68
MC-0043090,2025-06-16 14:00:00,M17,TLM-013,PA66,118,96.211,96.967,0.79,新料,2209.05
MC-0043091,2025-09-08 11:00:00,M29,LRB-006,PC/ABS,754,458.206,514.26,12.23,混料,16875.48
MC-0043092,2024-10-28 12:00:00,M27,LRB-009,PA6,255,69.34,70.382,1.5,新料,2058.3
MC-0043093,2025-12-26 12:00:00,M05,CUP-017,PP,743,21.658,23.18,7.03,新料,532.06
MC-0043094,2025-04-26 08:00:00,M06,VEN-018,PA66,692,122.523,141.21,15.25,回料,3138.91
MC-0043095,2024-06-22 10:00:00,M10,CUP-019,PA66,547,393.711,448.437,13.9,混料,6669.76
MC-0043096,2025-11-02 11:00:00,M22,TLM-025,PC/ABS,685,381.491,392.449,2.87,新料,3237.38
MC-0043097,2025-01-24 15:00:00,M20,HND-004,PP,179,75.131,78.714,4.77,新料,1225.01
MC-0043098,2024-03-17 12:00:00,M19,HND-004,ABS,544,228.33,254.642,11.52,新料,5332.68
MC-0043099,2024-10-31 15:00:00,M19,BUM-011,PA66,134,88.291,92.446,4.71,新料,1145.17
MC-0043100,2026-03-13 16:00:00,M14,TLM-006,PP,612,115.23,126.396,9.69,混料,2500.98
MC-0043101,2025-01-13 08:00:00,M21,BUM-012,TPE,810,695.222,695.927,0.1,新料,17298.67
MC-0043102,2025-11-30 16:00:00,M26,LRB-019,PP-GF20,637,158.91,180.496,13.58,新料,5493.22
MC-0043103,2026-04-13 09:00:00,M16,TLM-024,PC/ABS,56,20.003,22.213,11.05,混料,290.04
MC-0043104,2024-05-03 16:00:00,M10,CUP-008,PP,961,592.017,693.54,17.15,混料,18527.83
MC-0043105,2026-02-14 17:00:00,M24,DUO-024,PP-GF20,775,192.298,207.104,7.7,回料,4522.32
MC-0043106,2025-07-24 09:00:00,M27,LRB-006,ABS,903,548.753,631.936,15.16,新料,12540.52
MC-0043107,2025-08-10 15:00:00,M29,LRB-010,PP-GF20,826,618.432,664.541,7.46,新料,9305.7
MC-0043108,2025-03-10 10:00:00,M15,TLM-016,PP,472,109.289,118.75,8.66,回料,1264.72
MC-0043109,2025-12-01 14:00:00,M02,DRH-010,PP-GF20,362,212.978,234.335,10.03,回料,3244.08
MC-0043110,2024-06-16 17:00:00,M10,CUP-029,PA66,743,113.263,133.046,17.47,新料,3587.32
MC-0043111,2025-10-10 11:00:00,M04,VEN-009,POM,847,517.252,551.784,6.68,混料,16295.1
MC-0043112,2024-04-29 09:00:00,M20,TLM-009,PP-GF20,914,611.546,655.08,7.12,新料,18470.81
MC-0043113,2025-01-20 09:00:00,M03,DRH-017,TPE,879,403.252,410.728,1.85,新料,11800.5
MC-0043114,2025-03-15 13:00:00,M01,DRH-005,ABS,228,78.155,88.666,13.45,新料,2773.94
MC-0043115,2026-03-28 16:00:00,M06,DRH-011,PC/ABS,213,141.77,149.044,5.13,混料,1533.31
MC-0043116,2025-07-12 14:00:00,M03,VEN-011,PA66,194,78.01,87.181,11.76,新料,2694.25
MC-0043117,2024-11-11 17:00:00,M28,LRB-016,PC/ABS,539,100.541,104.138,3.58,新料,2020.06
MC-0043118,2025-10-03 13:00:00,M09,DRH-028,ABS,542,445.994,474.501,6.39,新料,15188.3
MC-0043119,2024-06-12 12:00:00,M09,VEN-024,TPE,573,229.525,254.651,10.95,回料,4428.69
MC-0043120,2024-01-17 11:00:00,M05,DRH-022,PA66,518,155.954,177.017,13.51,混料,5575.56
MC-0043121,2026-03-16 15:00:00,M15,BUM-024,PA66,400,283.909,296.845,4.56,新料,9277.11
MC-0043122,2026-04-07 11:00:00,M15,HND-004,POM,426,178.803,180.369,0.88,新料,4667.78
MC-0043123,2026-02-18 09:00:00,M02,VEN-014,PC/ABS,583,385.274,429.603,11.51,新料,10171.45
MC-0043124,2026-01-08 15:00:00,M24,DUO-016,PA66,975,74.114,76.947,3.82,新料,1220.93
MC-0043125,2026-02-11 14:00:00,M21,HND-018,ABS,609,329.317,364.327,10.63,新料,9324.17
MC-0043126,2024-07-16 11:00:00,M06,VEN-019,PA6,882,252.824,290.72,14.99,新料,5882.62
MC-0043127,2025-10-01 14:00:00,M22,HND-005,PA6,442,121.327,137.253,13.13,新料,4738.28
MC-0043128,2025-07-22 17:00:00,M29,LRB-012,ABS,680,124.391,126.913,2.03,回料,3903.62
MC-0043129,2024-05-30 09:00:00,M09,CUP-020,PC/ABS,79,35.095,38.218,8.9,新料,1283.71
MC-0043130,2024-10-13 10:00:00,M27,LFR-001,PP,788,229.694,238.66,3.9,混料,7242.14
MC-0043131,2025-05-04 17:00:00,M15,HND-007,PP-GF20,990,97.381,112.14,15.16,混料,3910.35
MC-0043132,2025-08-07 11:00:00,M04,CUP-007,PC/ABS,638,507.312,566.975,11.76,新料,14844.96
MC-0043133,2024-04-11 08:00:00,M06,DRH-025,ABS,318,9.466,9.827,3.81,新料,267.77
MC-0043134,2024-03-29 14:00:00,M13,DRH-010,ABS,708,416.542,467.845,12.32,新料,5332.68
MC-0043135,2025-02-19 08:00:00,M28,LRB-002,PC/ABS,730,630.844,661.601,4.88,新料,18176.78
MC-0043136,2024-02-26 14:00:00,M16,TLM-016,PP,546,126.423,131.592,4.09,新料,3917.61
MC-0043137,2025-05-14 17:00:00,M07,VEN-027,POM,714,540.092,540.961,0.16,新料,6825.22
MC-0043138,2024-03-05 17:00:00,M06,VEN-001,ABS,672,234.781,262.519,11.81,回料,8613.43
MC-0043139,2024-12-03 12:00:00,M29,LRB-017,PP-GF20,958,787.32,814.094,3.4,新料,9082.33
MC-0043140,2024-12-24 14:00:00,M29,LFR-022,PA6,961,149.563,161.722,8.13,新料,5374.22
MC-0043141,2025-08-13 11:00:00,M11,DRH-024,ABS,971,154.82,174.393,12.64,回料,4002.25
MC-0043142,2024-04-23 15:00:00,M10,VEN-013,ABS,675,99.212,112.821,13.72,新料,2988.61
MC-0043143,2024-01-17 13:00:00,M04,DRH-004,PP-GF20,87,42.475,46.813,10.21,回料,1564.65
MC-0043144,2025-01-01 17:00:00,M07,VEN-018,TPE,377,66.75,74.073,10.97,新料,1455.03
MC-0043145,2025-10-06 09:00:00,M18,HND-018,PP,556,300.657,324.993,8.09,混料,5176.12
MC-0043146,2024-04-09 08:00:00,M02,CUP-018,PP-GF20,819,606.864,698.344,15.07,回料,15435.35
MC-0043147,2025-12-07 15:00:00,M12,DRH-020,PA6,933,563.332,617.638,9.64,回料,14167.87
MC-0043148,2024-05-25 14:00:00,M29,LFR-017,TPE,638,89.897,97.393,8.34,新料,1575.01
MC-0043149,2026-04-06 14:00:00,M27,LFR-012,PP-GF20,303,39.292,41.015,4.39,回料,1079.55
MC-0043150,2024-01-16 15:00:00,M07,VEN-002,POM,499,84.599,94.126,11.26,新料,1460.87
MC-0043151,2024-12-04 11:00:00,M03,DRH-005,POM,543,186.132,211.781,13.78,混料,6218.8
MC-0043152,2025-01-24 13:00:00,M14,HND-017,PP-GF20,977,524.791,538.588,2.63,回料,13026.01
MC-0043153,2025-03-09 08:00:00,M10,CUP-010,PA66,270,137.854,137.944,0.07,回料,2975.75
MC-0043154,2025-10-22 17:00:00,M13,CUP-012,PA66,541,411.069,439.576,6.93,回料,6303.26
MC-0043155,2025-04-13 08:00:00,M18,BUM-011,PA6,879,579.165,651.323,12.46,混料,19625.1
MC-0043156,2025-04-01 08:00:00,M22,BUM-013,PP,54,45.458,49.528,8.95,新料,769.14
MC-0043157,2025-07-22 10:00:00,M06,CUP-030,PP-GF20,721,171.399,196.138,14.43,混料,6804.61
MC-0043158,2025-04-01 10:00:00,M04,DRH-024,POM,499,79.563,82.43,3.6,回料,2213.35
MC-0043159,2024-09-25 17:00:00,M09,DRH-020,ABS,135,81.511,84.466,3.63,混料,2549.19
MC-0043160,2026-03-11 10:00:00,M20,TLM-025,TPE,615,342.506,354.998,3.65,混料,7538.29
MC-0043161,2025-02-18 13:00:00,M22,TLM-027,PC/ABS,53,5.716,5.749,0.58,新料,198.72
MC-0043162,2026-04-02 13:00:00,M07,DRH-019,PP,489,220.708,242.105,9.69,新料,3082.02
MC-0043163,2024-03-24 17:00:00,M21,BUM-016,PC/ABS,236,190.866,192.639,0.93,新料,2847.11
MC-0043164,2025-01-28 16:00:00,M04,DRH-028,PA6,157,129.19,145.288,12.46,新料,1289.59
MC-0043165,2024-12-02 15:00:00,M18,HND-005,PA66,219,60.114,70.494,17.27,回料,1843.0
MC-0043166,2025-03-11 11:00:00,M23,TLP-025,POM,135,25.071,26.248,4.69,新料,909.2
MC-0043167,2025-07-14 13:00:00,M21,BUM-002,PC/ABS,321,181.747,190.142,4.62,新料,5799.69
MC-0043168,2024-11-29 12:00:00,M26,LFR-007,PP-GF20,168,86.07,101.432,17.85,新料,2103.77
MC-0043169,2024-01-24 12:00:00,M13,VEN-028,ABS,922,711.865,744.941,4.65,混料,14089.85
MC-0043170,2024-09-18 11:00:00,M04,VEN-012,POM,429,282.178,317.449,12.5,新料,10950.33
MC-0043171,2024-01-24 10:00:00,M06,CUP-001,PA6,292,250.443,271.607,8.45,回料,6681.22
MC-0043172,2025-11-06 17:00:00,M11,VEN-014,PC/ABS,214,141.421,143.53,1.49,新料,4101.92
MC-0043173,2024-10-10 14:00:00,M21,TLM-013,PA6,587,478.609,532.475,11.25,混料,18053.13
MC-0043174,2024-11-08 11:00:00,M04,DRH-001,PP,119,94.55,98.234,3.9,新料,3346.99
MC-0043175,2025-09-13 17:00:00,M26,LRB-006,ABS,956,580.961,585.023,0.7,新料,6060.62
MC-0043176,2024-04-30 08:00:00,M16,BUM-003,PP-GF20,917,305.077,339.255,11.2,新料,4242.57
MC-0043177,2024-10-10 09:00:00,M27,LRB-011,PC/ABS,300,226.806,265.305,16.97,新料,5101.57
MC-0043178,2024-01-25 08:00:00,M25,TLP-002,ABS,789,490.853,560.271,14.14,回料,9034.33
MC-0043179,2024-08-27 17:00:00,M09,CUP-018,PA66,734,543.881,614.631,13.01,混料,14658.37
MC-0043180,2025-08-21 09:00:00,M02,DRH-011,TPE,292,194.351,208.526,7.29,新料,5545.13
MC-0043181,2025-09-02 08:00:00,M27,LFR-019,TPE,645,320.15,323.398,1.01,新料,10130.89
MC-0043182,2024-05-23 09:00:00,M19,HND-012,PA66,579,69.537,71.821,3.28,新料,1311.62
MC-0043183,2024-09-07 09:00:00,M14,HND-027,PP-GF20,51,6.792,7.883,16.06,新料,103.0
MC-0043184,2024-07-19 15:00:00,M22,HND-005,PC/ABS,331,90.858,96.278,5.97,新料,2105.95
MC-0043185,2025-01-28 09:00:00,M03,DRH-024,PA6,99,15.785,16.509,4.59,新料,152.39
MC-0043186,2024-12-25 09:00:00,M20,BUM-015,PC/ABS,178,22.129,22.715,2.65,回料,288.26
MC-0043187,2024-12-17 10:00:00,M21,HND-008,PP,821,210.562,245.843,16.76,混料,4087.78
MC-0043188,2024-03-17 11:00:00,M23,TLP-005,POM,623,97.729,110.115,12.67,回料,2825.98
MC-0043189,2024-07-19 10:00:00,M15,BUM-027,PP-GF20,382,147.39,155.854,5.74,新料,4604.65
MC-0043190,2025-02-08 16:00:00,M16,HND-007,PP,879,86.463,98.709,14.16,新料,3182.61
MC-0043191,2025-09-10 13:00:00,M04,VEN-016,POM,482,297.231,335.578,12.9,回料,10160.86
MC-0043192,2025-10-23 12:00:00,M05,CUP-011,POM,580,314.352,321.789,2.37,回料,6258.17
MC-0043193,2024-03-08 14:00:00,M02,DRH-012,PC/ABS,218,173.322,179.873,3.78,新料,4371.31
MC-0043194,2025-06-17 17:00:00,M06,CUP-011,PA66,492,266.657,266.791,0.05,混料,3289.14
MC-0043195,2026-01-21 17:00:00,M29,LRB-009,POM,988,268.657,310.196,15.46,混料,9892.65
MC-0043196,2025-07-30 10:00:00,M06,DRH-010,PP-GF20,389,228.863,256.858,12.23,新料,5731.18
MC-0043197,2024-10-30 12:00:00,M12,VEN-018,POM,774,137.042,147.458,7.6,混料,2712.55
MC-0043198,2024-05-03 08:00:00,M13,VEN-007,PA66,322,277.699,290.334,4.55,混料,4599.41
MC-0043199,2024-08-28 12:00:00,M07,CUP-017,ABS,455,13.263,15.165,14.34,新料,398.28
MC-0043200,2026-03-10 09:00:00,M16,HND-009,ABS,71,42.62,49.272,15.61,新料,1462.09
MC-0043201,2025-12-16 09:00:00,M22,BUM-008,ABS,167,36.931,38.154,3.31,新料,931.98
MC-0043202,2025-02-10 13:00:00,M28,LFR-006,PP-GF20,567,370.262,391.704,5.79,混料,5664.0
MC-0043203,2024-08-20 16:00:00,M16,HND-011,PC/ABS,572,302.651,355.659,17.51,混料,3831.56
MC-0043204,2026-01-31 10:00:00,M11,CUP-019,PP,504,362.761,377.613,4.09,混料,11292.16
MC-0043205,2025-03-27 17:00:00,M20,TLM-011,TPE,709,358.343,413.393,15.36,新料,3411.83
MC-0043206,2024-01-06 08:00:00,M25,TLP-009,PA66,824,586.635,607.901,3.63,回料,16946.0
MC-0043207,2026-03-09 13:00:00,M07,DRH-008,PA6,931,233.499,258.943,10.9,新料,7097.39
MC-0043208,2025-07-09 12:00:00,M10,VEN-030,PA66,110,26.829,28.026,4.46,新料,374.57
MC-0043209,2025-05-14 14:00:00,M10,VEN-002,PA66,616,104.435,107.21,2.66,新料,2674.22
MC-0043210,2025-02-05 08:00:00,M05,DRH-021,PP,236,85.71,100.803,17.61,新料,2795.97
MC-0043211,2026-04-11 15:00:00,M25,DUO-019,ABS,104,55.949,58.241,4.1,新料,1480.27
MC-0043212,2024-01-30 09:00:00,M11,CUP-027,TPE,581,446.249,449.388,0.7,新料,12601.18
MC-0043213,2025-01-29 12:00:00,M05,VEN-009,PA6,969,591.756,614.443,3.83,混料,20190.31
MC-0043214,2024-01-02 16:00:00,M17,TLM-016,PA6,340,78.725,90.341,14.76,新料,799.74
MC-0043215,2024-12-07 09:00:00,M14,BUM-005,PP-GF20,223,29.4,29.782,1.3,新料,459.99
MC-0043216,2025-06-03 10:00:00,M11,VEN-015,TPE,504,192.022,205.756,7.15,混料,6984.18
MC-0043217,2025-08-08 16:00:00,M10,DRH-027,TPE,984,345.002,404.771,17.32,新料,5363.33
MC-0043218,2024-09-29 15:00:00,M14,TLM-016,ABS,332,76.873,86.275,12.23,新料,1968.0
MC-0043219,2025-06-02 13:00:00,M07,DRH-018,ABS,258,55.832,62.604,12.13,新料,2077.71
MC-0043220,2026-03-07 16:00:00,M23,DUO-020,PP,294,124.459,125.93,1.18,新料,2666.57
MC-0043221,2025-08-04 13:00:00,M16,BUM-012,PP-GF20,815,699.514,714.921,2.2,回料,10586.51
MC-0043222,2024-10-10 15:00:00,M26,LFR-008,PA6,469,391.625,456.314,16.52,回料,6619.69
MC-0043223,2024-02-09 11:00:00,M19,BUM-002,POM,122,69.075,69.107,0.05,回料,1733.43
MC-0043224,2024-08-30 09:00:00,M02,VEN-007,POM,106,91.416,96.99,6.1,新料,3261.33
MC-0043225,2024-01-04 09:00:00,M03,DRH-018,PP,788,170.526,178.929,4.93,新料,4501.27
MC-0043226,2024-02-26 11:00:00,M23,TLP-018,PA66,644,24.211,25.67,6.03,混料,253.93
MC-0043227,2024-02-28 09:00:00,M23,TLP-020,PP,294,158.92,182.549,14.87,回料,4595.85
MC-0043228,2024-06-10 15:00:00,M18,BUM-025,PA66,939,493.644,545.241,10.45,新料,14846.47
MC-0043229,2025-10-16 08:00:00,M09,DRH-016,POM,665,452.683,491.403,8.55,回料,8203.32
MC-0043230,2025-06-13 10:00:00,M16,TLM-020,PP,235,154.331,155.825,0.97,混料,1817.64
MC-0043231,2025-10-27 17:00:00,M06,CUP-012,PA6,963,731.717,853.54,16.65,新料,7123.88
MC-0043232,2025-07-03 08:00:00,M02,DRH-025,PC/ABS,679,20.212,20.76,2.71,混料,392.02
MC-0043233,2024-09-07 08:00:00,M27,LRB-010,PC/ABS,126,94.337,98.337,4.24,新料,1763.41
MC-0043234,2025-03-02 09:00:00,M14,BUM-019,PA66,557,424.316,438.716,3.39,混料,4499.2
MC-0043235,2025-10-17 12:00:00,M17,HND-004,POM,815,342.076,368.575,7.75,回料,7057.7
MC-0043236,2026-04-25 10:00:00,M01,CUP-010,PC/ABS,882,450.324,498.983,10.81,新料,11941.57
MC-0043237,2024-03-31 17:00:00,M20,HND-010,PP-GF20,853,623.008,702.504,12.76,新料,11030.94
MC-0043238,2025-06-18 09:00:00,M04,VEN-027,ABS,63,47.655,54.605,14.58,新料,1459.39
MC-0043239,2024-05-28 15:00:00,M05,CUP-015,ABS,476,121.001,124.226,2.67,回料,2883.39
MC-0043240,2025-06-16 08:00:00,M10,DRH-007,PP,203,67.85,69.808,2.89,新料,1961.01
MC-0043241,2025-02-27 14:00:00,M22,HND-021,ABS,821,370.893,422.137,13.82,混料,4806.5
MC-0043242,2025-11-06 10:00:00,M06,VEN-030,PA66,972,237.075,250.531,5.68,回料,2066.54
MC-0043243,2025-04-24 13:00:00,M26,LRB-021,ABS,844,325.473,354.707,8.98,新料,8946.42
MC-0043244,2024-12-23 11:00:00,M28,LRB-014,ABS,556,112.703,126.705,12.42,回料,1385.7
MC-0043245,2024-07-27 15:00:00,M16,HND-019,POM,751,548.82,549.988,0.21,混料,13725.73
MC-0043246,2025-08-09 13:00:00,M20,TLM-008,PP-GF20,553,81.224,82.505,1.58,新料,1072.74
MC-0043247,2025-08-16 10:00:00,M11,VEN-012,TPE,456,299.938,312.36,4.14,混料,9354.16
MC-0043248,2024-07-07 08:00:00,M15,TLM-004,TPE,78,26.713,29.32,9.76,新料,683.99
MC-0043249,2025-03-24 11:00:00,M02,DRH-027,TPE,191,66.967,76.285,13.91,混料,1738.57
MC-0043250,2025-06-12 17:00:00,M09,VEN-007,ABS,943,813.261,842.278,3.57,新料,20378.23
MC-0043251,2025-06-23 17:00:00,M21,TLM-022,PA6,303,175.863,178.259,1.36,新料,2435.61
MC-0043252,2025-06-07 17:00:00,M01,CUP-022,PA6,390,169.517,174.487,2.93,回料,5305.24
MC-0043253,2025-01-02 08:00:00,M23,DUO-010,PA6,100,14.008,14.24,1.66,新料,147.7
MC-0043254,2025-06-02 13:00:00,M06,DRH-013,TPE,230,111.959,130.527,16.58,混料,4140.17
MC-0043255,2024-02-12 14:00:00,M17,TLM-008,TPE,693,101.786,112.776,10.8,混料,1450.07
MC-0043256,2025-07-12 11:00:00,M02,VEN-022,PP-GF20,184,75.296,87.091,15.66,回料,1083.4
MC-0043257,2025-06-01 12:00:00,M04,VEN-027,PA6,993,751.137,800.236,6.54,新料,11780.7
MC-0043258,2024-07-31 16:00:00,M01,CUP-001,PC/ABS,912,782.205,809.345,3.47,混料,26155.32
MC-0043259,2024-09-06 13:00:00,M18,TLM-023,TPE,495,348.381,358.62,2.94,新料,12296.08
MC-0043260,2025-06-13 12:00:00,M09,CUP-023,PA66,943,392.401,461.675,17.65,混料,14815.06
MC-0043261,2024-02-21 11:00:00,M15,BUM-003,PP,285,94.817,106.019,11.81,混料,2926.85
MC-0043262,2024-04-07 08:00:00,M15,HND-016,POM,777,355.258,403.146,13.48,回料,12695.7
MC-0043263,2026-02-04 15:00:00,M17,BUM-021,PC/ABS,662,87.21,88.021,0.93,新料,967.74
MC-0043264,2025-12-12 13:00:00,M23,DUO-002,PA6,487,244.736,275.413,12.53,新料,4092.48
MC-0043265,2024-07-31 09:00:00,M01,VEN-029,PA66,490,80.954,81.223,0.33,新料,1781.89
MC-0043266,2026-01-03 10:00:00,M24,TLP-018,PP-GF20,775,29.136,31.599,8.45,混料,740.38
MC-0043267,2025-12-05 09:00:00,M08,CUP-013,PA66,291,31.951,34.183,6.99,混料,749.07
MC-0043268,2025-12-12 13:00:00,M05,CUP-030,POM,713,169.497,185.577,9.49,新料,5533.97
MC-0043269,2025-07-27 12:00:00,M11,CUP-015,PP-GF20,963,244.798,257.391,5.14,新料,6996.84
MC-0043270,2024-03-11 09:00:00,M24,WLC-024,PP-GF20,324,253.994,261.412,2.92,新料,8057.49
MC-0043271,2025-10-29 17:00:00,M14,BUM-017,PP-GF20,202,113.268,127.185,12.29,混料,4223.8
MC-0043272,2025-08-03 16:00:00,M19,HND-014,PC/ABS,944,154.21,160.451,4.05,新料,2078.54
MC-0043273,2025-05-31 15:00:00,M26,LRB-022,ABS,504,359.594,383.056,6.52,新料,10667.4
MC-0043274,2024-05-21 10:00:00,M09,DRH-025,PP-GF20,822,24.468,25.065,2.44,新料,409.32
MC-0043275,2024-12-17 08:00:00,M10,VEN-011,TPE,393,158.03,179.209,13.4,新料,1655.94
MC-0043276,2024-03-18 09:00:00,M13,DRH-009,TPE,978,604.505,608.044,0.59,回料,7599.92
MC-0043277,2025-10-21 09:00:00,M09,CUP-014,PC/ABS,622,458.841,464.343,1.2,新料,11933.16
MC-0043278,2024-02-28 15:00:00,M23,TLP-001,PA66,436,28.831,30.35,5.27,新料,524.38
MC-0043279,2025-02-06 09:00:00,M14,BUM-016,PP,451,364.749,373.928,2.52,新料,3275.0
MC-0043280,2025-10-13 13:00:00,M15,HND-007,TPE,268,26.362,27.959,6.06,新料,504.87
MC-0043281,2024-03-18 11:00:00,M20,TLM-028,PP,639,182.905,198.325,8.43,新料,5146.97
MC-0043282,2025-04-03 10:00:00,M17,TLM-014,PP-GF20,690,578.083,675.904,16.92,新料,12572.69
MC-0043283,2025-07-22 10:00:00,M02,DRH-026,ABS,944,761.521,780.937,2.55,新料,9960.87
MC-0043284,2024-11-01 11:00:00,M06,VEN-024,PP-GF20,961,384.945,454.076,17.96,回料,6601.97
MC-0043285,2025-12-29 09:00:00,M26,LRB-004,TPE,519,83.874,85.971,2.5,新料,1786.88
MC-0043286,2025-09-08 10:00:00,M14,BUM-007,PA66,637,109.308,118.484,8.39,新料,3919.37
MC-0043287,2024-08-09 16:00:00,M04,DRH-005,PA66,197,67.528,79.174,17.25,新料,2487.03
MC-0043288,2024-01-31 13:00:00,M22,HND-008,PC/ABS,598,153.369,162.592,6.01,混料,2339.22
MC-0043289,2025-06-20 09:00:00,M07,VEN-028,PC/ABS,981,757.418,800.61,5.7,新料,27086.41
MC-0043290,2024-02-03 09:00:00,M13,DRH-005,POM,744,255.031,289.407,13.48,回料,3877.94
MC-0043291,2025-01-01 12:00:00,M06,DRH-007,PA66,725,242.32,270.737,11.73,新料,5780.59
MC-0043292,2025-08-13 11:00:00,M04,VEN-004,POM,375,191.194,203.853,6.62,混料,4437.42
MC-0043293,2024-12-02 15:00:00,M11,DRH-029,ABS,322,170.208,184.015,8.11,回料,4676.77
MC-0043294,2024-05-09 17:00:00,M16,BUM-016,PC/ABS,53,42.864,45.965,7.23,新料,436.38
MC-0043295,2026-03-03 12:00:00,M10,DRH-009,PA66,393,242.914,247.506,1.89,新料,3315.18
MC-0043296,2025-12-18 08:00:00,M27,LFR-017,POM,128,18.036,19.688,9.16,混料,266.64
MC-0043297,2025-01-08 13:00:00,M05,DRH-010,PP,427,251.219,281.674,12.12,混料,9129.21
MC-0043298,2025-04-29 10:00:00,M17,TLM-005,PA66,892,136.252,154.293,13.24,混料,2377.16
MC-0043299,2025-07-20 16:00:00,M28,LRB-006,ABS,225,136.733,138.876,1.57,新料,1296.24
MC-0043300,2025-12-09 15:00:00,M20,HND-012,PP,927,111.331,126.578,13.7,新料,2903.11
MC-0043301,2025-03-05 17:00:00,M23,TLP-018,PA6,467,17.557,18.841,7.31,回料,638.12
MC-0043302,2025-01-27 14:00:00,M17,TLM-004,PP-GF20,897,307.2,345.736,12.54,新料,6896.13
MC-0043303,2024-02-06 16:00:00,M02,VEN-005,PP-GF20,772,427.399,490.628,14.79,新料,15616.95
MC-0043304,2024-10-29 11:00:00,M11,DRH-021,TPE,129,46.85,50.627,8.06,回料,789.37
MC-0043305,2024-02-09 08:00:00,M23,TLP-003,POM,495,142.605,161.818,13.47,新料,5109.53
MC-0043306,2025-01-28 17:00:00,M25,TLP-015,POM,281,35.831,38.342,7.01,回料,392.63
MC-0043307,2025-10-12 13:00:00,M03,VEN-024,POM,312,124.977,132.793,6.25,回料,1771.1
MC-0043308,2025-10-14 16:00:00,M22,TLM-025,PA66,127,70.729,70.873,0.2,新料,901.65
MC-0043309,2025-01-26 17:00:00,M22,HND-004,PP-GF20,697,292.548,334.844,14.46,新料,4588.82
MC-0043310,2025-04-04 12:00:00,M27,LFR-017,POM,491,69.184,76.983,11.27,新料,1566.76
MC-0043311,2024-01-17 09:00:00,M29,LRB-019,PA66,372,92.801,100.502,8.3,新料,1442.03
MC-0043312,2025-11-09 12:00:00,M26,LRB-001,ABS,705,58.237,63.206,8.53,混料,545.6
MC-0043313,2025-02-17 16:00:00,M27,LFR-005,PA6,565,99.339,115.093,15.86,新料,971.47
MC-0043314,2024-04-26 14:00:00,M20,BUM-021,PA66,320,42.156,47.864,13.54,新料,1078.11
MC-0043315,2025-06-29 17:00:00,M07,CUP-024,PP-GF20,385,51.71,54.264,4.94,回料,1851.64
MC-0043316,2025-12-10 12:00:00,M22,HND-021,POM,596,269.248,276.603,2.73,回料,9199.11
MC-0043317,2024-03-11 15:00:00,M15,HND-021,POM,308,139.141,155.571,11.81,新料,3412.88
MC-0043318,2025-05-26 16:00:00,M02,VEN-003,PP-GF20,784,244.84,250.851,2.46,混料,2902.95
MC-0043319,2025-08-28 17:00:00,M05,CUP-019,PP-GF20,669,481.522,495.204,2.84,新料,11059.64
MC-0043320,2025-11-06 12:00:00,M29,LFR-022,PA6,260,40.465,43.953,8.62,回料,1293.07
MC-0043321,2024-11-06 16:00:00,M03,VEN-022,TPE,912,373.208,384.991,3.16,混料,8882.16
MC-0043322,2024-04-06 10:00:00,M24,TLP-013,PA6,358,300.523,352.33,17.24,新料,8966.99
MC-0043323,2025-11-15 15:00:00,M15,HND-022,PA6,212,129.116,132.418,2.56,新料,3270.96
MC-0043324,2025-10-12 11:00:00,M29,LRB-006,POM,384,233.357,253.617,8.68,新料,5791.28
MC-0043325,2025-08-01 09:00:00,M06,CUP-030,PC/ABS,84,19.969,21.625,8.29,混料,257.32
MC-0043326,2025-08-05 12:00:00,M19,HND-003,PP,950,450.208,451.392,0.26,新料,15104.12
MC-0043327,2024-03-02 12:00:00,M14,BUM-010,TPE,617,275.557,312.386,13.37,新料,7423.26
MC-0043328,2026-04-22 11:00:00,M20,TLM-004,PP,962,329.461,386.352,17.27,回料,4512.0
MC-0043329,2024-04-08 16:00:00,M16,HND-028,ABS,210,163.285,164.821,0.94,回料,3666.3
